#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.98;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
119.79;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
179.93;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
239.96;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
299.86;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
359.93;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
420;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
479.84;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
539.92;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
599.69;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
659.81;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
719.97;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
779.76;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
839.65;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
899.82;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
959.77;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1019.65;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1079.96;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1139.62;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1199.99;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1259.76;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1319.69;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1379.97;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1439.87;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1500;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1559.92;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1619.86;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1679.61;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1739.78;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1799.98;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
