#TimeStamp;TripTime;Type
50;18;O
57;19;O
58;19;O
69;16;O
72;31;O
88;38;O
149;17;O
175;30;O
193;17;O
214;13;O
252;28;O
263;36;O
271;30;O
290;14;O
313;27;O
313;23;O
367;17;O
371;21;O
398;27;O
405;14;O
427;31;O
458;21;O
499;8;O
510;19;O
539;21;O
545;12;O
571;20;O
593;14;O
610;21;O
632;16;O
640;23;O
654;19;O
671;22;O
730;18;O
734;27;O
748;11;O
781;22;O
781;22;O
790;20;O
840;30;O
841;14;O
872;31;O
899;30;O
911;27;O
928;13;O
961;25;O
963;29;O
1000;39;O
1020;18;O
1045;19;O
1058;39;O
1074;17;O
1075;25;O
1116;29;O
1133;21;O
1166;16;O
1175;25;O
1176;24;O
1199;32;O
1231;11;O
1257;39;O
1275;19;O
1281;30;O
1316;23;O
1336;18;O
1345;13;O
1364;16;O
1394;26;O
1397;35;O
1409;25;O
1421;21;O
1462;13;O
1485;16;O
1485;15;O
1488;31;O
1520;20;O
1539;26;O
1568;27;O
1588;13;O
1594;13;O
1606;19;O
1616;25;O
1632;20;O
1658;14;O
1658;20;O
1684;22;O
1700;22;O
1723;19;O
1733;17;O
1748;20;O
1761;17;O
1763;17;O
