#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.89;0.4;100;0;0;0;0;0;0;0;0;0
1199.97;0.25;100;0;0;0;0;0;0;0;0;0
1799.85;0.13;100;0;0;0;0;0;0;0;0;0
