#TimeStamp;TripTime;Type
38;23;O
40;12;O
43;23;O
55;21;O
71;10;O
82;20;O
142;22;O
151;24;O
161;21;O
180;18;O
184;24;O
197;22;O
251;19;O
280;30;O
291;12;O
296;13;O
313;7;O
347;22;O
348;23;O
381;18;O
388;24;O
417;12;O
423;24;O
427;20;O
453;15;O
490;25;O
516;33;O
535;21;O
537;22;O
557;19;O
573;13;O
594;23;O
604;18;O
636;13;O
646;22;O
675;17;O
710;17;O
720;24;O
729;19;O
738;22;O
781;15;O
799;22;O
826;15;O
844;27;O
867;27;O
869;11;O
919;23;O
920;20;O
926;18;O
940;20;O
969;24;O
1004;27;O
1016;32;O
1036;21;O
1054;26;O
1069;26;O
1080;21;O
1112;27;O
1117;20;O
1176;22;O
1203;23;O
1203;22;O
1207;18;O
1217;29;O
1230;27;O
1271;13;O
1276;20;O
1300;31;O
1314;18;O
1319;32;O
1321;14;O
1351;21;O
1373;28;O
1407;20;O
1410;13;O
1429;25;O
1429;24;O
1476;13;O
1480;26;O
1498;30;O
1505;13;O
1516;25;O
1556;17;O
1565;30;O
1569;7;O
1575;18;O
1597;29;O
1637;11;O
1666;16;O
1667;31;O
1696;23;O
1700;30;O
1727;21;O
1730;18;O
1745;23;O
1756;33;O
1790;30;O
