#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;95.49;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.71;100.54;0.09;PP/0.01,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.8;101.45;0.22;PP/0.01,TA/0.15,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
179.78;101.45;0.27;PP/0.01,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
239.92;101.45;0.31;PP/0.01,TA/0.2,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
299.88;101.45;0.34;PP/0.01,TA/0.21,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
359.96;101.45;0.38;PP/0.01,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
419.98;101.45;0.49;PP/0.02,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
479.78;101.37;0.53;PP/0.02,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
539.91;100.91;0.57;PP/0.02,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
599.58;100.79;0.6;PP/0.03,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
659.6;100.79;0.62;PP/0.03,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
719.82;100.79;0.66;PP/0.03,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
779.62;100.79;0.7;PP/0.03,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
839.66;100.32;0.74;PP/0.03,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
899.68;100.17;0.76;PP/0.04,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
959.84;99.92;0.8;PP/0.04,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1019.74;99.8;0.83;PP/0.04,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1079.9;99.78;0.86;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1139.99;99.78;0.89;PP/0.05,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1199.98;99.78;0.93;PP/0.05,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1259.59;99.78;0.96;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1319.65;99.78;0.98;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1379.96;99.78;1.01;PP/0.06,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1439.9;99.61;1.04;PP/0.06,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1499.98;99.5;1.07;PP/0.07,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1559.76;99.43;1.1;PP/0.07,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.1,RP/0
1619.76;99.41;1.12;PP/0.07,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.1,RP/0
1679.67;99.39;1.15;PP/0.08,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.1,RP/0
1739.97;99.39;1.18;PP/0.08,TA/0.42,IS/0,PS/0.18,RB/0,OB/0.1,RP/0
1799.98;99.39;1.21;PP/0.09,TA/0.42,IS/0,PS/0.18,RB/0,OB/0.1,RP/0
