#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;74.8;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.81;74.8;0.09;PP/0,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.78;74.8;0.2;PP/0.01,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.6;74.8;0.23;PP/0.01,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
239.8;74.8;0.26;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
299.79;74.8;0.3;PP/0.01,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
359.73;74.8;0.33;PP/0.01,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
419.6;74.8;0.35;PP/0.01,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
479.85;74.8;0.38;PP/0.02,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
539.82;74.8;0.41;PP/0.02,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
599.81;74.8;0.43;PP/0.02,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
659.98;74.8;0.46;PP/0.02,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
719.72;74.8;0.49;PP/0.02,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
779.64;74.8;0.52;PP/0.03,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.99;74.8;0.55;PP/0.03,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
899.74;74.8;0.57;PP/0.03,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
959.65;74.8;0.6;PP/0.03,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
1020;74.8;0.63;PP/0.04,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1079.91;74.8;0.66;PP/0.04,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1139.85;75.34;0.68;PP/0.04,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1199.91;75.34;0.71;PP/0.04,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
1259.97;75.34;0.73;PP/0.04,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1319.99;75.34;0.76;PP/0.05,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1379.83;75.34;0.78;PP/0.06,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1439.73;75.34;0.81;PP/0.06,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1499.62;75.34;0.83;PP/0.06,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1559.93;75.34;0.86;PP/0.06,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1619.7;75.34;0.87;PP/0.07,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1679.74;75.34;0.9;PP/0.07,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1739.85;75.34;0.92;PP/0.07,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1799.99;75.34;0.95;PP/0.08,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
