#TimeStamp;DistanceTraveled
59.86;173.1
119.84;103.33
179.74;82.49
239.93;146.93
299.98;149.4
359.83;129.77
419.87;181.84
479.7;115.59
539.73;172.97
599.82;149.92
659.79;151.67
719.79;154.46
779.91;148.46
839.8;193.61
899.66;130.5
959.78;125.77
1019.78;185.87
1079.97;132.78
1139.63;222.48
1199.85;154.04
1259.96;139.06
1319.84;136.65
1379.99;201.82
1439.98;164.36
1499.71;174.37
1559.64;193.87
1619.83;191.15
1679.96;203.01
1739.71;174.63
1799.76;188.96
