#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/10,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.69;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
119.94;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
179.76;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
239.94;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
299.58;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
359.98;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
419.87;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
479.62;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
539.96;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
599.92;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
659.76;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
720;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
779.8;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
839.97;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
899.87;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
959.73;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1019.94;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1079.64;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1139.95;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1199.65;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1259.68;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1319.68;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1379.64;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1439.72;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1499.97;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/0
1559.94;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/8,Rest/1
1619.91;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/9,Rest/1
1679.8;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1739.76;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1799.76;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
