#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/10,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.96;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
119.62;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/0
179.93;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
239.78;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
299.65;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
359.98;3;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
419.85;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
479.85;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
539.88;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
599.98;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
659.77;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
719.99;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
779.83;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
839.98;7;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
899.89;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
959.89;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1019.82;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1079.79;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1139.73;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1199.94;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1259.77;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1319.74;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1379.76;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1439.64;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1499.84;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1559.81;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1619.89;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1679.93;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1739.66;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1799.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
