#TimeStamp;DistanceTraveled
59.93;217.03
119.97;105.07
179.97;154.05
239.76;150.1
299.68;87.2
359.89;97.54
419.82;144.99
479.69;176.81
539.97;185.95
599.77;143.93
659.96;185.75
719.84;177.55
779.75;187.76
839.92;172.52
899.64;165.54
959.71;152.19
1019.97;219.95
1079.87;145.85
1139.68;212.04
1199.86;191.72
1259.99;144.85
1319.61;173.21
1379.9;129.38
1439.94;153.97
1499.81;210.95
1559.85;185.99
1619.95;135.63
1679.64;193.87
1739.89;195.61
1799.94;193.92
