#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.21
59.98;200;200;0;56.65;0;59.98;0;0.22
119.66;200;200;0;96.06;0;108.05;0;0.29
179.84;200;200;0;132.34;0;164.76;0;0.18
239.74;200;200;0;152.08;0;215.46;0;0.18
299.62;200;200;0;175.31;0;249.44;0;0.34
359.99;200;200;0;188.15;0;304.84;0;0.23
420;200;200;0;209.66;0;362.24;0;0.24
479.88;200;200;0;226.94;0;421.46;0;0.31
539.98;200;200;0;260.22;0;477.29;0;0.32
599.6;200;200;0;278.32;0;463.66;0;0.4
659.78;200;200;0;263.81;0;517.35;0;0.38
719.93;200;200;0;302.6;0;589.56;0;0.4
780;200;200;0;332.39;0;624.13;0;0.38
839.99;200;200;0;339.94;0;624.65;0;0.43
899.88;200;200;0;323.47;0;599.71;0;0.48
959.58;200;200;0;345.04;0;646.19;0;0.4
1019.8;200;200;0;347.47;0;751.74;0;0.42
1079.66;200;200;0;352.92;0;990.21;0;0.33
1139.99;200;200;0;366.34;0;1027.09;0;0.29
1199.93;200;200;0;377.62;0;1023.03;0;0.33
1259.99;200;200;0;365.94;0;1001.11;0;0.36
1319.89;200;189;0;394.69;0;1057.07;0;0.41
1379.78;200;174;0;389.05;0;1256.6;0;0.31
1439.63;200;151;0;370.23;0;1264.07;0;0.37
1499.96;200;145;0;394.49;0;1328.29;0;0.32
1559.98;200;127;0;385.23;0;1356.55;0;0.33
1619.73;200;119;0;431.52;0;1501.9;0;0.28
1679.94;200;99;0;445.76;0;1416.03;0;0.42
1739.84;200;89;0;489.11;0;1620.35;0;0.32
1799.84;200;80;0;440.76;0;1570.05;0;0.4
