#TimeStamp;TripTime;Type
37;13;O
41;26;O
47;20;O
48;28;O
65;17;O
65;18;O
140;23;O
151;12;O
166;15;O
170;20;O
188;14;O
235;13;O
238;28;O
242;29;O
285;16;O
311;22;O
321;26;O
339;11;O
348;23;O
349;19;O
375;13;O
405;18;O
417;13;O
417;12;O
462;16;O
480;25;O
481;29;O
502;23;O
521;26;O
525;7;O
560;22;O
569;18;O
584;22;O
605;19;O
612;17;O
659;17;O
662;30;O
683;33;O
697;21;O
717;22;O
722;7;O
788;20;O
795;34;O
799;48;O
813;20;O
829;32;O
861;22;O
871;12;O
882;13;O
899;23;O
936;26;O
937;21;O
959;28;O
974;23;O
984;24;O
1009;15;O
1045;23;O
1059;14;O
1065;17;O
1087;24;O
1107;21;O
1123;13;O
1138;19;O
1185;20;O
1201;15;O
1201;24;O
1221;25;O
1225;13;O
1238;15;O
1322;18;O
1340;19;O
1353;13;O
1354;31;O
1367;37;O
1369;39;O
1398;7;O
1433;24;O
1436;27;O
1437;12;O
1464;16;O
1479;19;O
1482;22;O
1497;14;O
1556;21;O
1560;16;O
1565;30;O
1567;16;O
1583;26;O
1605;17;O
1634;21;O
1649;23;O
1653;23;O
1680;17;O
1687;28;O
1691;15;O
1718;25;O
1738;20;O
1745;15;O
1763;18;O
1770;31;O
1777;17;O
