#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.67;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
119.75;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
179.9;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
239.96;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
299.76;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
359.82;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
419.85;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
480;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
539.87;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
599.65;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
659.77;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
719.85;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
779.95;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
839.98;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
899.6;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
959.81;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1019.86;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1079.87;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1139.82;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1199.99;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1259.9;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1319.97;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1379.93;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1439.73;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1499.86;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1559.76;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1619.81;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1680;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1739.84;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1800;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
