#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;91.54;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.93;91.92;0.13;PP/0,TA/0.1,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.83;91.09;0.28;PP/0.01,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
179.58;91.09;0.31;PP/0.01,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
239.69;91.09;0.34;PP/0.01,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
299.97;90.79;0.39;PP/0.01,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
359.82;90.3;0.43;PP/0.02,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
419.91;90.18;0.47;PP/0.02,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
479.98;90.18;0.51;PP/0.02,TA/0.3,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
539.95;90.18;0.54;PP/0.02,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
599.96;89.7;0.58;PP/0.03,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
659.66;89.54;0.6;PP/0.03,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
719.61;89.43;0.62;PP/0.03,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
779.99;89.42;0.65;PP/0.03,TA/0.34,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
839.91;89.42;0.68;PP/0.03,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
899.87;89.42;0.71;PP/0.04,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
959.59;89.28;0.73;PP/0.04,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1019.66;89.09;0.76;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1079.96;88.99;0.78;PP/0.04,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1139.99;88.99;0.8;PP/0.05,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1199.75;88.99;0.84;PP/0.05,TA/0.39,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1259.95;88.99;0.88;PP/0.05,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1319.68;88.75;0.92;PP/0.06,TA/0.41,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
1379.96;88.6;0.94;PP/0.07,TA/0.41,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
1439.68;88.16;0.97;PP/0.07,TA/0.42,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1499.68;88;1;PP/0.07,TA/0.42,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1559.9;87.93;1.02;PP/0.08,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1619.96;87.89;1.04;PP/0.08,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1679.61;87.88;1.07;PP/0.1,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1739.99;87.88;1.1;PP/0.1,TA/0.44,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1799.77;87.88;1.12;PP/0.1,TA/0.44,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
