#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;100.54;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.8;100.54;0.13;PP/0,TA/0.08,IS/0,PS/0.03,RB/0,OB/0,RP/0
119.75;100.19;0.23;PP/0,TA/0.15,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
179.93;100.07;0.26;PP/0.01,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.89;99.86;0.3;PP/0.01,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.98;99.8;0.34;PP/0.01,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
359.82;99.8;0.37;PP/0.01,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.86;99.8;0.4;PP/0.02,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.99;99.78;0.43;PP/0.02,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
539.71;99.71;0.46;PP/0.02,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
599.63;99.71;0.48;PP/0.02,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
659.59;99.71;0.51;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
719.64;99.71;0.53;PP/0.03,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
779.77;99.71;0.57;PP/0.03,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
839.89;99.3;0.59;PP/0.03,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
899.99;99.24;0.62;PP/0.03,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
959.76;99.2;0.64;PP/0.04,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1020;99.2;0.67;PP/0.04,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1079.99;99.2;0.7;PP/0.04,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1139.97;98.95;0.72;PP/0.05,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1199.67;98.71;0.75;PP/0.05,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1259.76;98.51;0.77;PP/0.05,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1319.62;98.48;0.81;PP/0.05,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1379.65;98.46;0.83;PP/0.06,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1439.77;98.46;0.86;PP/0.06,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1500;98.45;0.89;PP/0.06,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1559.95;98.45;0.91;PP/0.06,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1619.7;98.45;0.93;PP/0.07,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1679.84;98.45;0.95;PP/0.07,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1739.88;98.1;0.98;PP/0.07,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1799.73;98.04;1;PP/0.08,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
