#TimeStamp;TripTime;Type
28;12;O
31;16;O
35;19;O
36;18;O
45;30;O
47;25;O
60;15;O
66;18;O
71;24;O
75;23;O
155;23;O
169;15;O
217;23;O
230;17;O
266;15;O
289;15;O
414;18;O
437;18;O
439;6;O
529;13;O
533;28;O
557;29;O
590;16;O
633;16;O
704;17;O
741;17;O
796;20;O
800;20;O
882;17;O
898;23;O
925;18;O
950;19;O
957;26;O
961;7;O
1046;20;O
1084;12;O
1085;22;O
1130;18;O
1135;22;O
1145;14;O
1159;21;O
1231;20;O
1253;21;O
1279;17;O
1305;22;O
1343;22;O
1434;18;O
1440;17;O
1471;20;O
1491;16;O
1534;19;O
1577;22;O
1608;23;O
1613;35;O
1674;16;O
1703;16;O
1729;19;O
1736;22;O
1752;16;O
1754;21;O
