#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;74.54;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.95;74.54;0.1;PP/0,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.89;74.54;0.13;PP/0.01,TA/0.07,IS/0,PS/0.02,RB/0,OB/0.01,RP/0
179.83;74.48;0.18;PP/0.01,TA/0.09,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
239.87;74.48;0.21;PP/0.01,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
299.93;74.48;0.23;PP/0.01,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
359.82;74.48;0.24;PP/0.01,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
419.99;74.48;0.26;PP/0.01,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
479.72;74.48;0.28;PP/0.01,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
539.99;74.48;0.31;PP/0.01,TA/0.13,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
600;74.48;0.32;PP/0.01,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
659.99;74.48;0.34;PP/0.01,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
719.8;74.48;0.36;PP/0.01,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
779.81;74.48;0.38;PP/0.01,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
839.63;74.43;0.39;PP/0.02,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
899.89;74.3;0.42;PP/0.02,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
959.76;74.3;0.45;PP/0.02,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
1019.96;74.3;0.46;PP/0.02,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1079.72;74.3;0.48;PP/0.02,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1139.8;74.3;0.51;PP/0.02,TA/0.16,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1199.9;74.3;0.53;PP/0.02,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1259.78;74.3;0.55;PP/0.02,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1319.64;74.3;0.57;PP/0.02,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1379.91;74.3;0.58;PP/0.02,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1439.99;74.19;0.61;PP/0.03,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1499.68;74.14;0.64;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1559.71;74;0.66;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1619.61;73.9;0.69;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.06,RP/0
1679.62;73.85;0.71;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.06,RP/0
1739.93;73.66;0.74;PP/0.04,TA/0.19,IS/0,PS/0.07,RB/0,OB/0.06,RP/0
1800;73.61;0.76;PP/0.04,TA/0.19,IS/0,PS/0.07,RB/0,OB/0.07,RP/0
