#TimeStamp;TripTime;Type
33;11;O
47;16;O
57;16;O
58;18;O
68;25;O
73;25;O
113;21;O
129;24;O
159;14;O
169;20;O
196;15;O
202;18;O
231;24;O
244;20;O
268;17;O
273;22;O
314;24;O
320;21;O
327;12;O
339;15;O
368;18;O
387;29;O
417;26;O
422;17;O
436;27;O
447;17;O
451;24;O
493;19;O
502;27;O
518;18;O
552;28;O
556;15;O
579;17;O
587;31;O
618;13;O
636;24;O
648;29;O
660;14;O
691;16;O
702;7;O
711;26;O
738;22;O
751;24;O
754;34;O
794;13;O
805;16;O
808;14;O
833;18;O
835;18;O
848;21;O
873;16;O
883;11;O
913;21;O
918;22;O
931;17;O
935;29;O
947;17;O
978;24;O
1010;24;O
1011;23;O
1025;18;O
1043;20;O
1050;22;O
1077;19;O
1119;29;O
1143;23;O
1147;20;O
1171;21;O
1204;29;O
1231;18;O
1247;15;O
1255;17;O
1261;25;O
1266;45;O
1307;32;O
1325;18;O
1326;30;O
1336;19;O
1343;24;O
1376;15;O
1428;15;O
1430;23;O
1455;11;O
1466;18;O
1472;32;O
1477;34;O
1501;23;O
1522;30;O
1536;33;O
1559;16;O
1590;27;O
1590;21;O
1604;19;O
1612;23;O
1626;17;O
1671;19;O
1687;25;O
1702;17;O
1704;17;O
1706;15;O
1746;13;O
1748;15;O
1772;14;O
1775;21;O
1795;82;O
