#TimeStamp;TripTime;Type
36;18;O
42;25;O
42;15;O
47;12;O
61;14;O
66;19;O
99;16;O
145;12;O
169;18;O
182;29;O
188;22;O
215;14;O
216;13;O
222;23;O
284;19;O
310;26;O
337;20;O
338;30;O
352;13;O
358;23;O
372;14;O
414;21;O
427;20;O
466;12;O
491;21;O
500;19;O
503;20;O
535;22;O
558;24;O
572;22;O
598;22;O
608;24;O
626;22;O
643;22;O
649;7;O
692;17;O
692;30;O
715;14;O
725;14;O
740;22;O
760;24;O
783;27;O
804;25;O
820;17;O
826;23;O
845;20;O
882;17;O
907;26;O
924;29;O
927;15;O
943;26;O
970;20;O
1005;21;O
1052;19;O
1067;24;O
1077;26;O
1084;11;O
1114;8;O
1124;22;O
1153;40;O
1155;22;O
1165;25;O
1192;23;O
1204;13;O
1223;15;O
1228;15;O
1239;23;O
1282;18;O
1306;21;O
1316;21;O
1327;35;O
1343;25;O
1354;25;O
1406;25;O
1461;17;O
1466;25;O
1473;26;O
1486;15;O
1490;21;O
1523;10;O
1526;51;O
1548;18;O
1554;12;O
1555;16;O
1599;15;O
1621;30;O
1624;14;O
1626;21;O
1638;24;O
1674;19;O
1681;22;O
1703;17;O
1723;8;O
1743;28;O
1747;15;O
1778;34;O
1781;18;O
1789;26;O
