#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.58;0.4;100;0;0;0;0;0;0;0;0;0
1199.86;0.22;100;0;0;0;0;0;0;0;0;0
1799.9;0.09;100;0;0;0;0;0;0;0;0;0
