Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;249;178;33;30.463574925864418;455.985093623827;4.169444444444252;71.2856493469688;7.545454545454546;847.26347775861;1800
OutputStation1;35.50;9.50;297;232;29;41.880635170063044;488.42817329515555;8.38657287525416;82.60083692979492;10.241379310344827;661.1464140641308;1800
OutputStation2;0.50;6.50;204;144;34;24.63645955395147;228.72417326420702;4.0533333333333985;61.8527777777781;6;1020.6922944348584;1800
