Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.052, 0.052, 0.097, 0.14, 0.531;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203133
1, 0.052, 0.052, 0.09, 0.13, 0.547;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203135
1, 0.052, 0.29874999999999996, 0.086, 0.99, 0.284;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203137
1, 0.052, 0.29874999999999996, 0.084, 1.0, 0.284;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203139
1, 0.052, 0.5455, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203140
1, 0.052, 0.5455, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203142
1, 0.052, 0.7922499999999999, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203144
1, 0.052, 0.7922499999999999, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203147
1, 0.052, 1.039, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203149
1, 0.052, 1.039, 0.103, 1.0, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203151
1, 1, 1, 0.236, 0.23, 0.25;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240612-203153
