#TimeStamp;TripTime;Type
35;19;O
38;12;O
46;21;O
56;12;O
59;43;O
64;17;O
101;13;O
162;19;O
173;16;O
187;20;O
213;21;O
220;21;O
250;27;O
279;20;O
282;19;O
310;17;O
350;28;O
360;13;O
374;26;O
381;19;O
401;16;O
415;25;O
453;13;O
461;28;O
474;19;O
491;22;O
495;11;O
514;15;O
527;18;O
535;8;O
569;19;O
575;14;O
618;14;O
636;17;O
637;13;O
660;15;O
684;14;O
722;21;O
723;25;O
733;16;O
734;15;O
763;10;O
787;20;O
791;18;O
812;15;O
827;12;O
832;30;O
852;18;O
887;19;O
892;12;O
895;13;O
934;17;O
953;24;O
955;15;O
981;25;O
988;16;O
1031;15;O
1034;24;O
1040;14;O
1057;15;O
1083;26;O
1089;19;O
1102;20;O
1133;20;O
1133;24;O
1136;23;O
1168;19;O
1181;19;O
1212;19;O
1223;16;O
1228;20;O
1229;32;O
1274;20;O
1288;14;O
1299;29;O
1321;17;O
1326;24;O
1337;19;O
1375;31;O
1403;29;O
1403;13;O
1409;12;O
1415;22;O
1441;27;O
1456;19;O
1480;14;O
1491;24;O
1530;27;O
1547;25;O
1559;14;O
1566;25;O
1580;26;O
1592;21;O
1607;16;O
1618;10;O
1669;25;O
1671;22;O
1685;19;O
1687;20;O
1687;23;O
1694;17;O
1738;7;O
1757;10;O
1769;12;O
1776;24;O
1791;16;O
1795;17;O
1797;13;O
