# SectorTime DistanceTraveled
0.016627777777777776 27990.572590173186
0.033325 28063.696908576174
0.049902777777777775 28063.696908576174
0.06661111111111111 28126.543598526674
0.08332222222222223 28241.071861472097
0.099975 28241.071861472097
0.11664722222222222 28303.561328252345
0.133325 28325.311980287457
0.14995 28325.311980287457
0.16665555555555556 28335.48408961819
0.18333055555555555 28326.224309428453
0.19996388888888889 28321.737014333325
0.21659444444444445 28321.737014333325
0.23327777777777778 28304.104626115386
0.25 28262.70454803543
0.2665638888888889 28262.70454803543
0.283325 28236.382556464236
0.29996111108333334 28149.856239100438
0.3165777777777778 28149.856239100438
0.33325 28105.92520695467
0.3499305555555556 28058.146946770583
0.36665 27997.723432644274
0.3832527777777778 27932.19418282778
0.3999916666666667 27794.337898097234
0.41665 27716.063099322913
0.43328333333333335 27634.13576626578
0.449975 27634.13576626578
0.4665861111111111 27553.543172647187
0.483325 27378.552346003762
0.49999444444444446 27283.969364444507
0.5166111111111111 27283.969364444507
0.5332972222222222 27107.697726190338
0.5499972222222222 27024.84796621161
0.566625 27038.48395435897
0.5832388888888889 26928.013528200732
0.6 26692.093472058546
0.6165777777777778 26692.093472058546
0.6332805555555555 26560.21136416686
0.6499555555555555 26272.228341340073
0.6666138888888888 26272.228341340073
0.6833249999722222 25967.10481975615
0.6999305555555555 25943.44732037032
0.7166388888888889 25575.200483648125
0.7333083333333333 25538.272607515493
0.7499611111111111 25214.930020347758
0.7666527777777777 25124.689127354923
0.7833277777777777 24732.976752532162
0.7999416666666667 24563.82875078259
0.8165972222222222 24445.85834568952
0.8332944444444444 24199.11419497275
0.8499944444444445 23760.052956948297
0.8666666666666667 23492.00332011714
0.8833083333333334 23214.780708855196
0.8999888888888888 23214.780708855196
0.9166333333333333 22714.6879358199
0.9332722222222222 22401.471631378
0.9499861111111111 22163.589051644358
0.966625 21816.545707543686
0.9833083333333333 21377.523247047386
0.9999888888888889 21009.706525542213
1.0166194444444445 20692.794076655842
1.0332722222222221 20456.33937289589
1.0499416666666668 19821.188650494754
1.0666305555555555 19468.46568280813
1.0833 18837.573135158473
1.0999388888888888 18623.548745287662
1.1166138888888888 18050.350537181752
1.1333111111111112 17661.41600906749
1.1499333333333333 17661.41600906749
1.1666305555555556 16904.34810278308
1.183275 16904.34810278308
1.1999972222222222 16161.083815628945
1.2165722222222222 16161.083815628945
1.2333305555555556 15431.095994399597
1.2499305555555555 15431.095994399597
1.2666611110833332 14722.008926262966
1.2833194444444445 14574.328673102642
1.2999277777777778 14378.32005558333
1.316638888888889 13701.959869196024
1.333325 13498.31491447477
1.3499472222222222 13369.058221181422
1.3666611110833333 12928.005277520153
1.3832777777777778 12733.63532477571
1.3999944444166668 12118.265536337514
1.4166055555555555 12118.265536337514
1.4332555555555555 11723.340227496263
1.4499916666666666 11338.224805070211
1.466663888888889 10962.621810872968
1.4832333333333334 10962.621810872968
1.499961111111111 10609.066901011316
1.5166611110833332 10161.24767803608
1.5333305555555556 9902.56099509215
1.5499277777777778 9834.780055252908
1.5666472222222223 9472.19696338036
1.583288888888889 9411.10831016195
1.5999249999722223 9179.831044646011
1.6165777777777777 8951.771273303004
1.633238888888889 8733.434671367313
1.6499388888888888 8356.73275895233
1.6666277777777778 8313.983017567492
1.683286111111111 7960.855734147517
1.699988888888889 7890.628780864405
1.7166583333333334 7567.882649837149
1.7333166666388888 7539.238005508068
1.7499527777777777 7239.267875071363
1.7666611110833332 7215.999946551536
1.7833083333333333 7069.2013223684835
1.7999555555555555 6815.570956365426
1.8166027777777778 6798.77782688172
1.8333305555555555 6547.812847476061
1.8499666666666668 6428.230777947402
1.866638888888889 6418.217615271834
1.8832861111111112 6223.239835675429
1.8999583333333334 6216.911758313834
1.9166611111111111 6050.468249530403
1.9332527777777777 6047.32632359457
1.9499972222222222 5924.6170969474515
1.9665916666666667 5924.6170969474515
1.983325 5839.586294346817
1.9998972222222222 5839.586294346817
2.0166583333333334 5810.234525934333
2.0333277777777776 5800.777155692858
2.0499 5797.083687634234
2.0666583333333333 5802.907280999124
2.0833055555555555 5822.299760587213
2.099988888888889 5841.768397069866
2.1166 5865.06453520496
2.1333305555555557 5897.67787958458
2.149977777777778 5899.077805703922
2.1666583333333334 5976.960316404638
2.1833222222222224 6025.33291010355
2.199977777777778 6074.869564474172
2.216658333333333 6080.303527501405
2.2333083333333335 6216.490210219046
2.2499416666666665 6224.219583082757
2.2665694444444444 6312.564514234814
2.2833083333333333 6402.384794501465
2.2999916666666667 6618.283885247774
2.316638888888889 6731.201301849343
2.333286111111111 6731.201301849343
2.3499583333333334 6852.7179233564675
2.3666194444444444 6989.469960717941
2.3833083333333334 7286.875368528414
2.3999722222222224 7313.00364887464
2.416627777777778 7580.052743094065
2.4332305555277776 7610.441427900961
2.4499333333333335 7787.174298754404
2.466655555527778 8162.831185508326
2.4833166666666666 8162.831185508326
2.499947222222222 8409.248823550193
2.5166305555555555 8577.346704073489
2.5333111111111113 8963.77243217573
2.549916666666667 9072.019702447733
2.5665694444444442 9248.629058240576
2.5833055555555555 9675.13767074467
2.599988888861111 9739.67613513028
2.6165527777777777 10002.406006301413
2.6332944444444446 10463.568177169453
2.649988888861111 10823.31551174494
2.6665861110833333 10823.31551174494
2.683308333333333 11123.141880307046
2.699911111111111 11429.924911646276
2.7166638888888888 12062.336665373152
2.7332944444444442 12062.336665373152
2.7499694444444445 12733.100128444517
2.7665888888888888 12850.27260120863
2.7833222221944443 13440.513572707676
2.7999888888611113 13677.717617942159
2.816597222222222 13808.879858452141
2.8333305555555555 14334.539958317342
2.8499944444444445 14976.59885783755
2.8666583333333335 15378.046416074652
2.8833083333333334 15623.80147267994
2.8999972222222223 16205.223199294207
2.9165666666666668 16205.223199294207
2.9333222221944446 17079.57069015699
2.9499416666666667 17524.663899636107
2.9666527777777776 17778.978834300928
2.983325 18438.793369296076
3 18910.966624702272
3.0166583333333334 19395.20987596813
3.0332194444444442 19395.20987596813
3.0499888888611113 20133.056191311498
3.0666333333055555 20905.653141512783
3.0832694444444444 20905.653141512783
3.0999916666666665 21899.899451964
3.1166388888888887 22149.447221484126
3.1332305555277777 22401.152377227925
3.1499277777777777 22893.296597004693
3.166655555527778 23857.1747556895
3.183325 24324.102012427113
3.1999805555555554 24769.736880368444
3.216661111111111 24769.736880368444
3.233325 25601.91074973042
3.249963888888889 25601.91074973042
3.266625 26241.420968660623
