# SectorTime OStationsActive
0 5
0.016627777777777776 5
0.033325 5
0.049902777777777775 5
0.06661111111111111 5
0.08332222222222223 5
0.099975 5
0.11664722222222222 5
0.133325 5
0.14995 5
0.16665555555555556 5
0.18333055555555555 5
0.19996388888888889 5
0.21659444444444445 5
0.23327777777777778 5
0.25 5
0.2665638888888889 5
0.283325 5
0.29996111108333334 5
0.3165777777777778 5
0.33325 5
0.3499305555555556 5
0.36665 5
0.3832527777777778 5
0.3999916666666667 5
0.41665 5
0.43328333333333335 5
0.449975 5
0.4665861111111111 5
0.483325 5
0.49999444444444446 5
0.5166111111111111 5
0.5332972222222222 5
0.5499972222222222 5
0.566625 5
0.5832388888888889 5
0.6 5
0.6165777777777778 5
0.6332805555555555 5
0.6499555555555555 5
0.6666138888888888 5
0.6833249999722222 5
0.6999305555555555 5
0.7166388888888889 5
0.7333083333333333 5
0.7499611111111111 5
0.7666527777777777 5
0.7833277777777777 5
0.7999416666666667 5
0.8165972222222222 5
0.8332944444444444 5
0.8499944444444445 5
0.8666666666666667 5
0.8833083333333334 5
0.8999888888888888 5
0.9166333333333333 5
0.9332722222222222 5
0.9499861111111111 5
0.966625 5
0.9833083333333333 5
0.9999888888888889 5
1.0166194444444445 5
1.0332722222222221 5
1.0499416666666668 5
1.0666305555555555 5
1.0833 5
1.0999388888888888 5
1.1166138888888888 5
1.1333111111111112 5
1.1499333333333333 5
1.1666305555555556 5
1.183275 5
1.1999972222222222 5
1.2165722222222222 5
1.2333305555555556 5
1.2499305555555555 5
1.2666611110833332 5
1.2833194444444445 5
1.2999277777777778 5
1.316638888888889 5
1.333325 5
1.3499472222222222 5
1.3666611110833333 5
1.3832777777777778 5
1.3999944444166668 5
1.4166055555555555 5
1.4332555555555555 5
1.4499916666666666 5
1.466663888888889 5
1.4832333333333334 5
1.499961111111111 5
1.5166611110833332 5
1.5333305555555556 5
1.5499277777777778 5
1.5666472222222223 5
1.583288888888889 5
1.5999249999722223 5
1.6165777777777777 5
1.633238888888889 5
1.6499388888888888 5
1.6666277777777778 5
1.683286111111111 5
1.699988888888889 5
1.7166583333333334 5
1.7333166666388888 5
1.7499527777777777 5
1.7666611110833332 5
1.7833083333333333 5
1.7999555555555555 5
1.8166027777777778 5
1.8333305555555555 5
1.8499666666666668 5
1.866638888888889 5
1.8832861111111112 5
1.8999583333333334 5
1.9166611111111111 5
1.9332527777777777 5
1.9499972222222222 5
1.9665916666666667 5
1.983325 5
1.9998972222222222 5
2.0166583333333334 5
2.0333277777777776 5
2.0499 5
2.0666583333333333 5
2.0833055555555555 5
2.099988888888889 5
2.1166 5
2.1333305555555557 5
2.149977777777778 5
2.1666583333333334 5
2.1833222222222224 5
2.199977777777778 5
2.216658333333333 5
2.2333083333333335 5
2.2499416666666665 5
2.2665694444444444 5
2.2833083333333333 5
2.2999916666666667 5
2.316638888888889 5
2.333286111111111 5
2.3499583333333334 5
2.3666194444444444 5
2.3833083333333334 5
2.3999722222222224 5
2.416627777777778 5
2.4332305555277776 5
2.4499333333333335 5
2.466655555527778 5
2.4833166666666666 5
2.499947222222222 5
2.5166305555555555 5
2.5333111111111113 5
2.549916666666667 5
2.5665694444444442 5
2.5833055555555555 5
2.599988888861111 5
2.6165527777777777 5
2.6332944444444446 5
2.649988888861111 5
2.6665861110833333 5
2.683308333333333 5
2.699911111111111 5
2.7166638888888888 5
2.7332944444444442 5
2.7499694444444445 5
2.7665888888888888 5
2.7833222221944443 5
2.7999888888611113 5
2.816597222222222 5
2.8333305555555555 5
2.8499944444444445 5
2.8666583333333335 5
2.8833083333333334 5
2.8999972222222223 5
2.9165666666666668 5
2.9333222221944446 5
2.9499416666666667 5
2.9666527777777776 5
2.983325 5
3 5
3.0166583333333334 5
3.0332194444444442 5
3.0499888888611113 5
3.0666333333055555 5
3.0832694444444444 5
3.0999916666666665 5
3.1166388888888887 5
3.1332305555277777 5
3.1499277777777777 5
3.166655555527778 5
3.183325 5
3.1999805555555554 5
3.216661111111111 5
3.233325 5
3.249963888888889 5
3.266625 5
3.283263888888889 5
3.299986111111111 5
3.316666666666667 5
3.3333333333333335 5
3.349925 5
3.3666222222222224 5
3.3833083333333334 5
3.3999916666666667 5
3.416663888888889 5
3.433308333333333 5
3.4499055555555556 5
3.4666305555555557 5
3.4832833333333335 5
3.4999444444444445 5
3.516566666666667 5
3.533325 5
3.5499916666666667 5
3.566577777777778 5
3.5832777777777776 5
3.599936111111111 5
3.6166416666666668 5
3.6333333333333333 5
3.65 5
3.6666055555555555 5
3.683316666666667 5
3.6999416666666667 5
3.716666666666667 5
3.7333055555555554 5
3.7499861111111112 5
3.7666444444444442 5
3.783325 5
3.7999555555555555 5
3.8166583333333333 5
3.833327777777778 5
3.8499055555555555 5
3.8666027777777776 5
3.883286111111111 5
3.899963888888889 5
3.916661111111111 5
3.9332861111111113 5
3.9499333333333335 5
3.966666666666667 5
3.9833333333333334 5
3.9999583333333333 5
4.016558333333333 5
4.033266666666667 5
4.049991666666667 5
4.066622222222223 5
4.0833305555555555 5
4.1 5
4.116661111111111 5
4.133297222222223 5
4.149980555555556 5
4.166661111111111 5
4.183319444444445 5
4.199891666666667 5
