# SectorTime BundleFrequencyAverage
0 0.018387096774193548
0.016627777777777776 0.01875
0.033325 0.019090909090909092
0.049902777777777775 0.019090909090909092
0.06661111111111111 0.019411764705882354
0.08332222222222223 0.020833333333333336
0.099975 0.020833333333333336
0.11664722222222222 0.022368421052631583
0.133325 0.02307692307692308
0.14995 0.02307692307692308
0.16665555555555556 0.02439024390243903
0.18333055555555555 0.025238095238095243
0.19996388888888889 0.026046511627906985
0.21659444444444445 0.026046511627906985
0.23327777777777778 0.0265909090909091
0.25 0.02782608695652175
0.2665638888888889 0.02782608695652175
0.283325 0.028510638297872353
0.29996111108333334 0.030204081632653073
0.3165777777777778 0.030204081632653073
0.33325 0.031000000000000014
0.3499305555555556 0.03176470588235296
0.36665 0.032500000000000015
0.3832527777777778 0.033018867924528315
0.3999916666666667 0.034000000000000016
0.41665 0.0342857142857143
0.43328333333333335 0.034561403508771946
0.449975 0.034561403508771946
0.4665861111111111 0.03482758620689657
0.483325 0.03533333333333334
0.49999444444444446 0.0357377049180328
0.5166111111111111 0.03633333333333334
0.5332972222222222 0.037704918032786895
0.5499972222222222 0.039333333333333345
0.566625 0.040000000000000015
0.5832388888888889 0.040333333333333346
0.6 0.04250000000000001
0.6165777777777778 0.04250000000000001
0.6332805555555555 0.04366666666666667
0.6499555555555555 0.046000000000000006
0.6666138888888888 0.046000000000000006
0.6833249999722222 0.047540983606557376
0.6999305555555555 0.04833333333333333
0.7166388888888889 0.05083333333333333
0.7333083333333333 0.051694915254237285
0.7499611111111111 0.0521311475409836
0.7666527777777777 0.053050847457627115
0.7833277777777777 0.053166666666666675
0.7999416666666667 0.05295081967213115
0.8165972222222222 0.05372881355932204
0.8332944444444444 0.05372881355932204
0.8499944444444445 0.05333333333333334
0.8666666666666667 0.053000000000000005
0.8833083333333334 0.05283333333333333
0.8999888888888888 0.05283333333333333
0.9166333333333333 0.05229508196721311
0.9332722222222222 0.052131147540983594
0.9499861111111111 0.05237288135593218
0.966625 0.052203389830508456
0.9833083333333333 0.05147540983606555
0.9999888888888889 0.05147540983606555
1.0166194444444445 0.052203389830508456
1.0332722222222221 0.05183333333333331
1.0499416666666668 0.05147540983606555
1.0666305555555555 0.05203389830508472
1.0833 0.0513333333333333
1.0999388888888888 0.05098360655737701
1.1166138888888888 0.05066666666666663
1.1333111111111112 0.0503333333333333
1.1499333333333333 0.0503333333333333
1.1666305555555556 0.04966666666666662
1.183275 0.04966666666666662
1.1999972222222222 0.04866666666666662
1.2165722222222222 0.04866666666666662
1.2333305555555556 0.047999999999999945
1.2499305555555555 0.047999999999999945
1.2666611110833332 0.04699999999999994
1.2833194444444445 0.04672131147540977
1.2999277777777778 0.04633333333333327
1.316638888888889 0.04533333333333329
1.333325 0.04491525423728809
1.3499472222222222 0.04483333333333329
1.3666611110833333 0.043934426229508154
1.3832777777777778 0.04366666666666663
1.3999944444166668 0.042666666666666644
1.4166055555555555 0.042666666666666644
1.4332555555555555 0.042131147540983585
1.4499916666666666 0.041864406779661
1.466663888888889 0.04133333333333331
1.4832333333333334 0.04133333333333331
1.499961111111111 0.040819672131147525
1.5166611110833332 0.03999999999999999
1.5333305555555556 0.03949999999999998
1.5499277777777778 0.03934426229508194
1.5666472222222223 0.03864406779661016
1.583288888888889 0.03833333333333332
1.5999249999722223 0.03766666666666666
1.6165777777777777 0.03683333333333334
1.633238888888889 0.03616666666666668
1.6499388888888888 0.034915254237288154
1.6666277777777778 0.03500000000000002
1.683286111111111 0.033898305084745776
1.699988888888889 0.03426229508196722
1.7166583333333334 0.03316666666666669
1.7333166666388888 0.03344262295081969
1.7499527777777777 0.03266666666666669
1.7666611110833332 0.032950819672131176
1.7833083333333333 0.032950819672131176
1.7999555555555555 0.03271186440677969
1.8166027777777778 0.03283333333333336
1.8333305555555555 0.03283333333333336
1.8499666666666668 0.03283333333333336
1.866638888888889 0.03278688524590166
1.8832861111111112 0.033050847457627146
1.8999583333333334 0.03300000000000002
1.9166611111111111 0.03283333333333336
1.9332527777777777 0.03278688524590166
