#OrderedIndex StaticFrequency MeasuredFrequency OrderCount
212 0.3446532061747329 0.0392156862745098 2
213 0.34433459033978786 0.0784313725490196 4
214 0.3443279558333226 0.058823529411764705 3
215 0.34185812094121104 0.0392156862745098 2
216 0.3417622885464859 0.09803921568627451 5
217 0.34111354876936134 0.8431372549019608 43
218 0.3409765138377417 0.058823529411764705 3
219 0.3408803144196102 0.11764705882352941 6
220 0.34056306358292754 0.0392156862745098 2
221 0.339403964212923 0.1568627450980392 8
222 0.33939991408911097 0.058823529411764705 3
223 0.33909649471110653 0.0392156862745098 2
224 0.33872636025271696 0.0784313725490196 4
225 0.33854783643448655 0.19607843137254902 10
226 0.336952854022821 0.058823529411764705 3
227 0.3357335256461981 0.058823529411764705 3
228 0.33561439950498817 0.0784313725490196 4
229 0.3347800415531544 0.17647058823529413 9
230 0.33449912479968036 0.19607843137254902 10
231 0.33292228020024084 0.09803921568627451 5
232 0.33270410264541406 0.0196078431372549 1
233 0.33203733961151105 0.0196078431372549 1
234 0.3317631564369415 0.0392156862745098 2
235 0.3315794004401449 0.058823529411764705 3
236 0.3310847037829427 0.1568627450980392 8
237 0.33081909650169594 0.13725490196078433 7
238 0.3307223474253728 0.0392156862745098 2
239 0.32953227429457 0.11764705882352941 6
240 0.3292194383447664 0.13725490196078433 7
241 0.32908707569165235 0.058823529411764705 3
242 0.32860972298546814 0.09803921568627451 5
243 0.3283752083259645 0.0196078431372549 1
244 0.3260957456646043 0.0784313725490196 4
245 0.32598796819488896 0.0392156862745098 2
246 0.3255604569551987 0.0784313725490196 4
247 0.32402524019526024 0.0392156862745098 2
248 0.32329335194849235 0.09803921568627451 5
249 0.3197256642035812 0.058823529411764705 3
250 0.3197110424223036 0.09803921568627451 5
251 0.31934626794359844 0.0196078431372549 1
252 0.31696461321095204 0.0196078431372549 1
253 0.31654735227807 0 0
254 0.3161420161860055 0.13725490196078433 7
255 0.3157000213877617 0.058823529411764705 3
256 0.31568554173550867 0.058823529411764705 3
257 0.3154897717507976 0.058823529411764705 3
258 0.315445373044434 0.058823529411764705 3
259 0.31499475397700155 0.0196078431372549 1
260 0.31427520152448185 0.0784313725490196 4
261 0.3122455510515649 0.0784313725490196 4
262 0.312076868137734 0.0392156862745098 2
263 0.31188444542854643 0.058823529411764705 3
264 0.31174269974998453 0.0392156862745098 2
265 0.3113470366440449 0.058823529411764705 3
266 0.3097530822527833 0.1568627450980392 8
267 0.3085253651602443 0.0784313725490196 4
268 0.3082219843259962 0.0392156862745098 2
269 0.30737031788744446 0.0784313725490196 4
270 0.30728620361165676 0.058823529411764705 3
271 0.3069096284369265 0.0784313725490196 4
272 0.3062087332306557 0.0784313725490196 4
273 0.306194866296199 0.0392156862745098 2
274 0.305809418820908 0.11764705882352941 6
275 0.30450515830913977 0.09803921568627451 5
276 0.3025290208395377 0.09803921568627451 5
277 0.30249604698327826 0.0392156862745098 2
278 0.3014527686386529 0.09803921568627451 5
279 0.3004243153840542 0.0784313725490196 4
280 0.2995012018616347 0.11764705882352941 6
281 0.299210387651811 0.0784313725490196 4
282 0.2964298114482653 0.0392156862745098 2
283 0.29626305206381875 0.13725490196078433 7
284 0.2947366853588149 0.058823529411764705 3
285 0.29425843217873743 0.058823529411764705 3
286 0.29416307327396485 0.0196078431372549 1
287 0.2935566767115343 0.0784313725490196 4
288 0.29333607617202756 0.058823529411764705 3
289 0.29255467866159085 0.058823529411764705 3
290 0.29060395420498875 0.0784313725490196 4
291 0.2906006786052564 0.0784313725490196 4
292 0.2904767456012997 0 0
293 0.2904572226919835 0.0196078431372549 1
294 0.29031733703353485 0.058823529411764705 3
295 0.28942642398661195 0.0392156862745098 2
296 0.289178110564911 0.0392156862745098 2
297 0.28910219225198097 0.0392156862745098 2
298 0.2887492761399929 0.058823529411764705 3
299 0.28866528739225117 0.09803921568627451 5
300 0.28814387358716753 0.0392156862745098 2
301 0.2880506958072629 0.0196078431372549 1
302 0.2874361303750993 0.058823529411764705 3
303 0.2863380648463856 0.058823529411764705 3
304 0.28574612291165763 0.09803921568627451 5
305 0.2854832519609754 0.058823529411764705 3
306 0.28501083620880896 0.13725490196078433 7
307 0.28484231551301015 0.0392156862745098 2
308 0.2846678421939213 0.0784313725490196 4
309 0.2846404726199874 0.058823529411764705 3
310 0.28398727562371634 0.058823529411764705 3
311 0.28366481760230583 0.0392156862745098 2
312 0.2832474415919299 0.0784313725490196 4
313 0.2829274161468264 0.058823529411764705 3
314 0.2826367829174461 0.19607843137254902 10
315 0.2825864042712129 0.0784313725490196 4
316 0.28214930458744875 0.0784313725490196 4
317 0.2820970154915921 0.0784313725490196 4
318 0.2814771263918367 0.0392156862745098 2
319 0.2804010401013821 0.0784313725490196 4
320 0.2802872217358738 0.058823529411764705 3
321 0.27983079835151814 0.0196078431372549 1
322 0.27953185567754024 0.0784313725490196 4
323 0.27925310763238037 0.0392156862745098 2
324 0.2789732913152052 0.0196078431372549 1
325 0.2775583722445183 0.0392156862745098 2
326 0.27674187846876797 0.11764705882352941 6
327 0.2762115801321461 0.058823529411764705 3
328 0.27464752963796885 0.0196078431372549 1
329 0.2738519575097391 0.0196078431372549 1
330 0.27306177341483334 0.0196078431372549 1
331 0.27062177937813947 0.058823529411764705 3
332 0.27038275283641505 0.058823529411764705 3
333 0.26941911206191776 0.0784313725490196 4
334 0.2692875808745428 0.0784313725490196 4
335 0.26905364070038146 0.0392156862745098 2
336 0.26863695304612956 0.058823529411764705 3
337 0.2664853925251024 0.09803921568627451 5
338 0.266390848157912 0.0392156862745098 2
339 0.26599444756943813 0.0392156862745098 2
340 0.2649234417289404 0.058823529411764705 3
341 0.2649228437563731 0.058823529411764705 3
342 0.2645921152493434 0.0392156862745098 2
343 0.26413161650490613 0.0392156862745098 2
344 0.2625870696613062 0.0392156862745098 2
345 0.26151709359401076 0.8627450980392157 44
346 0.2607161736217854 0.0392156862745098 2
347 0.2604369081744622 0.058823529411764705 3
348 0.26042828086235426 0.058823529411764705 3
349 0.2597964574591063 0 0
350 0.25944093323087863 0 0
351 0.2593686374982961 0.0392156862745098 2
352 0.2582826891001465 0.0784313725490196 4
353 0.25770683456047355 0.09803921568627451 5
354 0.2576476841808141 0.058823529411764705 3
355 0.2569233162587644 0.058823529411764705 3
356 0.25688666408306804 0.058823529411764705 3
357 0.25541213152593684 0.058823529411764705 3
358 0.2549072296840922 0.058823529411764705 3
359 0.2549071591231436 0.058823529411764705 3
360 0.25477403562066103 0.0784313725490196 4
361 0.2546802117593447 0.058823529411764705 3
362 0.25430242858020335 0.09803921568627451 5
363 0.254245790071848 0.058823529411764705 3
364 0.2541955064462239 0.058823529411764705 3
365 0.25410642753925583 0.058823529411764705 3
366 0.2540763119662758 0.0196078431372549 1
367 0.2525015723948378 0.0784313725490196 4
368 0.2524199105972609 0.0196078431372549 1
369 0.2519556161876778 0.09803921568627451 5
370 0.25194366797695616 0 0
371 0.2509970223514921 0.0392156862745098 2
372 0.2502235014895974 0.058823529411764705 3
373 0.24979051078895664 0.0392156862745098 2
374 0.2492325333887842 0.0196078431372549 1
375 0.24912552126492943 0.0392156862745098 2
376 0.24754091808432402 0.058823529411764705 3
377 0.24748717433680786 0.0196078431372549 1
378 0.24702369804852747 0.8823529411764706 45
379 0.24511326568041827 0.0392156862745098 2
380 0.24501133659619764 0 0
381 0.242058813161354 0.058823529411764705 3
382 0.24175871365778348 0.0392156862745098 2
383 0.2412741534198511 0.058823529411764705 3
384 0.239988951619386 0.0392156862745098 2
385 0.23997252956076326 0.8431372549019608 43
386 0.2398007317183767 0.058823529411764705 3
387 0.23861940490640152 0.058823529411764705 3
388 0.2385243066505509 0.8235294117647058 42
389 0.23845278140900253 0.0196078431372549 1
390 0.2376851516766979 0.0196078431372549 1
391 0.2370416978835543 0.0392156862745098 2
392 0.23693494442778473 0 0
393 0.23647888381051543 0.058823529411764705 3
394 0.23646464387216382 0.058823529411764705 3
395 0.235806830996527 0.058823529411764705 3
396 0.2357138687649889 0.0784313725490196 4
397 0.23562956950173086 0.8235294117647058 42
398 0.23385726723792047 0.0392156862745098 2
399 0.23365082185169755 0.0392156862745098 2
400 0.23331388078654208 0.09803921568627451 5
401 0.23284367458682748 0.0392156862745098 2
402 0.2323753292661747 0.1568627450980392 8
403 0.23132764929012317 0.0392156862745098 2
404 0.23106006968517837 0.1568627450980392 8
405 0.2307818244784375 0 0
406 0.23040758320288943 0.13725490196078433 7
407 0.23011980623047562 0.13725490196078433 7
408 0.22992170815528895 0.0392156862745098 2
409 0.229326267062096 0.0196078431372549 1
410 0.22855714538491112 0 0
411 0.22816408416686434 0.0392156862745098 2
412 0.22797710462539275 0.0392156862745098 2
413 0.22785201720147394 0.9411764705882353 48
414 0.22650872597397279 0.0196078431372549 1
415 0.225866192418738 0.058823529411764705 3
416 0.22543802939459653 0.0196078431372549 1
417 0.22400543569485845 0.0392156862745098 2
418 0.22371344045292932 0.0392156862745098 2
419 0.22358882756419599 0.058823529411764705 3
420 0.2235610870820563 0.0784313725490196 4
421 0.22351033623458244 0.09803921568627451 5
422 0.22312332180835479 0.0196078431372549 1
423 0.22283022008639716 0.0392156862745098 2
424 0.22187787326174666 0.0784313725490196 4
425 0.22170480223770272 0.0196078431372549 1
426 0.22161854623723257 0.0784313725490196 4
427 0.22117546325485946 0.058823529411764705 3
428 0.22047601828458016 0.13725490196078433 7
429 0.22023835528817307 0.0392156862745098 2
430 0.2192170835309802 0.0196078431372549 1
431 0.2191705396230287 0.13725490196078433 7
432 0.21851554329614106 0.0196078431372549 1
433 0.21811788290449022 0.0196078431372549 1
434 0.2180413279096104 0.0392156862745098 2
435 0.2178446983799311 0.0196078431372549 1
436 0.2177325973171862 0.0392156862745098 2
437 0.21765080924646132 0.058823529411764705 3
438 0.21692855635702044 0.0392156862745098 2
439 0.21648366341357753 0.09803921568627451 5
440 0.21642314387636122 0.0392156862745098 2
441 0.21630085635063584 0.0196078431372549 1
442 0.21586674491780647 0.0784313725490196 4
443 0.2144315299084885 0.0392156862745098 2
444 0.21370689029409923 0.11764705882352941 6
445 0.21325492609698574 0.0196078431372549 1
446 0.21314555589489553 0.0196078431372549 1
447 0.21300313719310685 0.0392156862745098 2
448 0.21292638495857266 0.0196078431372549 1
449 0.21256609907089552 0.13725490196078433 7
450 0.2110873728987947 0.0196078431372549 1
451 0.21105404584927157 0 0
452 0.2106451626505929 0.0196078431372549 1
453 0.21048584843062812 0.0392156862745098 2
454 0.20993024768518703 0 0
455 0.20958783729334346 0.058823529411764705 3
456 0.20930506439735258 0.0392156862745098 2
457 0.2092954349723193 0.09803921568627451 5
458 0.20823203501410004 0 0
459 0.2080293840483446 0.0196078431372549 1
460 0.20779638380043286 0.0196078431372549 1
461 0.20640463412430937 0.058823529411764705 3
462 0.20549545559598748 0.0392156862745098 2
463 0.2050296105479335 0.0392156862745098 2
464 0.20457716413391383 0.0196078431372549 1
465 0.20455106163682368 0 0
466 0.20391810515279926 0 0
467 0.20276495568614963 0.0392156862745098 2
468 0.2025176779585366 0.058823529411764705 3
469 0.202480537413816 0.0196078431372549 1
470 0.20235893315260176 0.0196078431372549 1
471 0.20232738987412346 0.0392156862745098 2
472 0.20220260246304506 0.0392156862745098 2
473 0.20201655586650127 0 0
474 0.20063094241767818 0.0392156862745098 2
475 0.2004341900269716 0.0392156862745098 2
476 0.20025934205055473 0.0392156862745098 2
477 0.20017200650257647 0.0392156862745098 2
478 0.20011199196858478 0.058823529411764705 3
479 0.19958204902600954 0.058823529411764705 3
480 0.19858036678260998 0.0784313725490196 4
481 0.19847577892741144 0.0392156862745098 2
482 0.19785752186163325 0.0784313725490196 4
483 0.19685684560191455 0 0
484 0.19673073389886103 0.0392156862745098 2
485 0.19663655743171457 0.0392156862745098 2
486 0.1953552830972423 0.0392156862745098 2
487 0.19505787010031267 0 0
488 0.19494632947641266 0.0196078431372549 1
489 0.19461889306538804 0.11764705882352941 6
490 0.1943099241167848 0.0196078431372549 1
491 0.19401422891997838 0 0
492 0.193811825087369 0.058823529411764705 3
493 0.19357232134382554 0.0392156862745098 2
494 0.1934239315196407 0 0
495 0.19296703300079393 0 0
496 0.19245705378269504 0 0
497 0.19236540861664286 0.058823529411764705 3
498 0.19222606088959907 0.0392156862745098 2
499 0.19154199914826864 0.0784313725490196 4
500 0.19144751317057984 0.058823529411764705 3
501 0.19106820703648056 0.0196078431372549 1
502 0.19077353250481113 0.0196078431372549 1
503 0.19064683459208964 0.09803921568627451 5
504 0.18856244502947603 0.058823529411764705 3
505 0.18824017957173778 0.0784313725490196 4
506 0.18818148872859783 0.0392156862745098 2
507 0.18783900157848177 0.1568627450980392 8
508 0.18746514074226733 0.0196078431372549 1
509 0.1873710383091121 0.058823529411764705 3
510 0.18608614843799554 0.13725490196078433 7
511 0.18575305740180345 0.0196078431372549 1
512 0.18546848013130954 0.0196078431372549 1
513 0.18542137572670853 0.0392156862745098 2
514 0.18540332604772888 0.0784313725490196 4
515 0.18463448832692447 0.09803921568627451 5
516 0.18384666880341763 0.058823529411764705 3
517 0.18359549594074445 0.0392156862745098 2
518 0.18356955893571386 0 0
519 0.18336281067353935 0.0784313725490196 4
520 0.1827513658063457 0.058823529411764705 3
521 0.18174182401228534 0.0392156862745098 2
522 0.1817015548360757 0.0196078431372549 1
523 0.18146400249030917 0.0196078431372549 1
524 0.18111965567867155 0 0
525 0.17993877446538928 0.0392156862745098 2
526 0.17980840088669495 0 0
527 0.1795232553845915 0 0
528 0.17929246666633994 0.11764705882352941 6
529 0.17910951328445734 0 0
530 0.1787050255084517 0.058823529411764705 3
531 0.17868968851222278 0.11764705882352941 6
532 0.17849566307222198 0.0196078431372549 1
533 0.1781201501970725 0.0392156862745098 2
534 0.17773158464239264 0.0196078431372549 1
535 0.17722221975188324 0.0784313725490196 4
536 0.17622223506378537 0.058823529411764705 3
537 0.17603198736741799 0.0392156862745098 2
538 0.17564754716200043 0 0
539 0.17525863791170204 0 0
540 0.17511442929553375 0.0196078431372549 1
541 0.17473584406668455 0.0196078431372549 1
542 0.17464288080408116 0.058823529411764705 3
543 0.1743561610222127 0.0392156862745098 2
544 0.17397644078406954 0.0392156862745098 2
545 0.1734659187148795 0.0196078431372549 1
546 0.1732056813161989 0 0
547 0.1731979003272131 0 0
548 0.17318502172057662 0.17647058823529413 9
549 0.1730289917967887 0.0784313725490196 4
550 0.17295613284081107 0.0392156862745098 2
551 0.1729232617483719 0.0392156862745098 2
552 0.1723082530371088 0.0392156862745098 2
553 0.17220776518424022 0.0196078431372549 1
554 0.17201970297710018 0 0
555 0.17056510968687272 0.0196078431372549 1
556 0.17048037753896841 0.0196078431372549 1
557 0.17040733669163838 0.0392156862745098 2
558 0.16988555845566689 0.0784313725490196 4
559 0.16970512712825028 0 0
560 0.16883295707049895 0.0392156862745098 2
561 0.16848335189382888 0.0392156862745098 2
562 0.16796504089040343 0.0196078431372549 1
563 0.16717784636565544 0.8431372549019608 43
564 0.16608322148968505 0.0196078431372549 1
565 0.16537927818433695 0 0
566 0.16502545546444314 0.13725490196078433 7
567 0.16473059827437544 0.0392156862745098 2
568 0.1640730299626182 0.803921568627451 41
569 0.16391683994225234 0.0392156862745098 2
570 0.16324923175907435 0.0392156862745098 2
571 0.16227668788473398 0.803921568627451 41
572 0.16194117777308867 0.0392156862745098 2
573 0.16151555866861936 0.0196078431372549 1
574 0.16120157221771683 0.0196078431372549 1
575 0.16021224765143316 0 0
576 0.1597850747592181 0.0392156862745098 2
577 0.15893900312012366 0 0
578 0.15801637522317444 0.0392156862745098 2
579 0.1574646273161182 0.0784313725490196 4
580 0.15728774589445546 0 0
581 0.15653371098127702 0 0
582 0.156072885962691 0.0392156862745098 2
583 0.15607230392437532 0.0784313725490196 4
584 0.15590254722033445 0.0196078431372549 1
585 0.1556215141499964 0.0392156862745098 2
586 0.1547871114887486 0.0196078431372549 1
587 0.15401541041504407 0.0196078431372549 1
588 0.15341528801776094 0.09803921568627451 5
589 0.15282680665405718 0.058823529411764705 3
590 0.15270681210012196 0.0196078431372549 1
591 0.15201976043699117 0.0196078431372549 1
592 0.1515899382600278 0.0392156862745098 2
593 0.15155337642976371 0 0
594 0.14925036502039224 0.0392156862745098 2
595 0.14891803033545564 0 0
596 0.14828019183488406 0 0
597 0.1479698717761822 0.0392156862745098 2
598 0.1478236492255234 0.09803921568627451 5
599 0.14775484206903186 0.13725490196078433 7
600 0.14769287340527465 0.0196078431372549 1
601 0.14752243086920713 0.0196078431372549 1
602 0.14738546291386267 0.0196078431372549 1
603 0.14692581246356812 0.0784313725490196 4
604 0.14640254807300143 0.0392156862745098 2
605 0.14636151248029683 0.0196078431372549 1
606 0.14461447444155617 0.0196078431372549 1
607 0.14436993357988295 0.09803921568627451 5
608 0.14433436559192467 0.0392156862745098 2
609 0.1442902002092067 0.13725490196078433 7
610 0.1434416944340686 0.0196078431372549 1
611 0.14306824126082732 0.0196078431372549 1
612 0.14272331902382607 0.0392156862745098 2
613 0.1427187095675175 0.058823529411764705 3
614 0.14187942125898323 0.0196078431372549 1
615 0.1416404422193388 0.1568627450980392 8
616 0.140753925962714 0 0
617 0.14042097217956284 0 0
618 0.14041576984384996 0.0196078431372549 1
619 0.14039379561829696 0.0196078431372549 1
620 0.140223052772845 0.0196078431372549 1
621 0.13867353734864118 0.0392156862745098 2
622 0.13785988544001612 0 0
623 0.13733481556811722 0.0392156862745098 2
624 0.13730078220988548 0 0
625 0.13720735602249215 0.0392156862745098 2
626 0.1372060229582063 0 0
627 0.13715244628957454 0.0392156862745098 2
628 0.1370281706994744 0.058823529411764705 3
629 0.1369058953600727 0.0196078431372549 1
630 0.13613405586247423 0 0
631 0.13573466033423623 0 0
632 0.1349878813169532 0.0392156862745098 2
633 0.1346970590426174 0.058823529411764705 3
634 0.13436861608842562 0.058823529411764705 3
635 0.1342946042331982 0.13725490196078433 7
636 0.1338961017589937 0.0392156862745098 2
637 0.1337521347135277 0.0196078431372549 1
638 0.1334331399932608 0.0392156862745098 2
639 0.13332194334581 0.0392156862745098 2
640 0.13130731958146497 0.0196078431372549 1
641 0.13096054695495046 0.058823529411764705 3
642 0.1306475988066314 0.0196078431372549 1
643 0.13011372933676776 0.0392156862745098 2
644 0.1293465239782265 0.0392156862745098 2
645 0.12918039268183182 0.0784313725490196 4
646 0.12913149504827456 0.09803921568627451 5
647 0.1287494309080938 0.058823529411764705 3
648 0.1287290073707973 0.09803921568627451 5
649 0.12846906331479188 0.0196078431372549 1
650 0.12798402276807694 0 0
651 0.12774052680558073 0 0
652 0.12768703487281227 0.0196078431372549 1
