#TimeStamp;TripTime;Type
35;17;O
43;23;O
50;29;O
68;30;O
71;14;O
93;22;O
99;16;O
137;12;O
148;16;O
162;16;O
181;17;O
215;22;O
219;25;O
232;22;O
263;27;O
269;26;O
277;11;O
321;22;O
327;19;O
343;21;O
368;25;O
370;20;O
402;31;O
414;23;O
442;27;O
463;25;O
483;25;O
501;23;O
514;27;O
537;21;O
556;11;O
564;16;O
567;19;O
602;28;O
602;13;O
624;17;O
647;21;O
654;24;O
681;16;O
729;29;O
731;20;O
741;34;O
757;29;O
760;16;O
795;37;O
806;14;O
811;21;O
831;22;O
852;22;O
871;8;O
892;24;O
900;15;O
915;17;O
945;13;O
960;30;O
1001;30;O
1001;20;O
1015;20;O
1026;37;O
1056;17;O
1080;22;O
1098;26;O
1106;15;O
1115;14;O
1138;18;O
1140;20;O
1191;22;O
1201;14;O
1224;22;O
1233;27;O
1249;13;O
1272;19;O
1273;14;O
1278;20;O
1292;24;O
1326;20;O
1343;18;O
1372;21;O
1385;25;O
1395;22;O
1414;18;O
1440;25;O
1445;23;O
1482;23;O
1500;60;O
1526;16;O
1546;20;O
1562;27;O
1565;22;O
1568;18;O
1569;21;O
1606;12;O
1613;6;O
1635;23;O
1644;18;O
1663;25;O
1675;13;O
1694;20;O
1721;16;O
1734;28;O
1739;20;O
1744;22;O
1763;21;O
1799;31;O
