#TimeStamp;TripTime;Type
46;16;O
54;30;O
56;23;O
63;46;O
68;18;O
77;23;O
150;18;O
156;19;O
185;28;O
190;25;O
249;17;O
265;16;O
277;25;O
327;20;O
330;12;O
361;33;O
367;21;O
377;21;O
391;25;O
396;13;O
465;21;O
466;17;O
501;13;O
507;13;O
539;17;O
553;26;O
569;25;O
589;27;O
616;35;O
643;18;O
655;25;O
674;17;O
684;22;O
705;32;O
734;11;O
767;25;O
768;26;O
782;27;O
823;19;O
826;24;O
837;31;O
884;12;O
890;18;O
897;29;O
916;22;O
919;13;O
936;13;O
981;20;O
1011;23;O
1030;28;O
1045;13;O
1054;25;O
1082;19;O
1090;30;O
1151;20;O
1160;7;O
1173;23;O
1186;16;O
1187;26;O
1236;20;O
1258;24;O
1266;26;O
1291;43;O
1302;17;O
1311;19;O
1324;25;O
1349;27;O
1370;12;O
1379;22;O
1394;25;O
1424;19;O
1430;15;O
1438;30;O
1439;23;O
1459;16;O
1488;18;O
1520;19;O
1521;26;O
1557;27;O
1560;25;O
1581;24;O
1586;25;O
1593;14;O
1607;25;O
1648;19;O
1649;24;O
1661;15;O
1687;15;O
1698;29;O
1705;19;O
1720;8;O
1726;14;O
1748;16;O
1771;22;O
1797;20;O
1798;17;O
