#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/5,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.66;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
119.99;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/3,Rest/2
179.78;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
239.84;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
299.87;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
359.99;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
419.87;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
479.59;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
539.95;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
599.86;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/3,Rest/2
