#TimeStamp;TripTime;Type
31;14;O
43;21;O
52;24;O
54;30;O
71;22;O
72;23;O
178;22;O
182;11;O
192;30;O
218;25;O
235;20;O
236;25;O
270;27;O
313;19;O
328;23;O
359;14;O
383;32;O
396;25;O
414;15;O
422;24;O
466;14;O
494;18;O
508;35;O
549;23;O
551;17;O
571;19;O
588;14;O
647;25;O
655;35;O
671;14;O
677;24;O
705;28;O
725;33;O
779;27;O
790;24;O
792;22;O
793;21;O
846;19;O
856;23;O
888;24;O
922;20;O
935;15;O
936;16;O
959;33;O
990;19;O
1024;27;O
1056;30;O
1059;15;O
1060;27;O
1117;19;O
1139;45;O
1139;27;O
1175;21;O
1178;30;O
1205;19;O
1222;14;O
1225;13;O
1232;29;O
1265;20;O
1291;12;O
1316;14;O
1353;13;O
1359;23;O
1368;25;O
1409;27;O
1425;17;O
1434;20;O
1468;25;O
1477;28;O
1479;24;O
1517;21;O
1538;32;O
1556;24;O
1564;19;O
1565;27;O
1578;14;O
1604;25;O
1612;14;O
1627;24;O
1652;19;O
1673;17;O
1683;26;O
1698;31;O
1707;28;O
1719;25;O
1735;18;O
1770;26;O
1776;13;O
1782;30;O
1794;21;O
