#TimeStamp;TripTime;Type
32;11;O
37;10;O
42;29;O
74;24;O
75;24;O
78;31;O
119;15;O
156;13;O
168;27;O
170;23;O
192;19;O
222;25;O
224;22;O
250;14;O
276;14;O
287;20;O
307;15;O
334;30;O
356;31;O
372;17;O
381;18;O
396;23;O
396;22;O
418;7;O
426;17;O
445;17;O
468;26;O
479;18;O
486;22;O
494;16;O
517;20;O
548;19;O
564;13;O
569;14;O
598;16;O
608;18;O
621;30;O
644;16;O
651;15;O
662;23;O
694;19;O
724;23;O
729;17;O
736;15;O
753;16;O
802;25;O
803;18;O
841;18;O
850;34;O
855;30;O
869;20;O
918;23;O
929;22;O
973;25;O
996;19;O
1000;38;O
1020;16;O
1025;18;O
1031;22;O
1075;15;O
1092;30;O
1095;17;O
1117;22;O
1146;22;O
1150;23;O
1162;40;O
1179;30;O
1192;9;O
1234;16;O
1248;26;O
1250;20;O
1269;18;O
1281;18;O
1286;21;O
1326;10;O
1338;20;O
1351;14;O
1372;23;O
1376;21;O
1378;25;O
1413;19;O
1429;29;O
1430;22;O
1441;7;O
1473;22;O
1481;25;O
1508;22;O
1533;21;O
1538;29;O
1552;22;O
1561;23;O
1592;18;O
1604;16;O
1612;15;O
1652;26;O
1654;21;O
1665;29;O
1675;22;O
1683;19;O
1685;18;O
1733;14;O
1735;18;O
1757;12;O
1763;13;O
1768;36;O
1771;29;O
