#TimeStamp;TripTime;Type
34;11;O
42;18;O
43;21;O
44;17;O
72;14;O
83;26;O
112;26;O
132;18;O
139;16;O
182;16;O
186;23;O
209;33;O
238;25;O
244;32;O
247;19;O
266;29;O
267;15;O
298;12;O
322;17;O
355;13;O
363;24;O
372;23;O
379;18;O
404;21;O
410;17;O
443;13;O
456;21;O
467;12;O
503;23;O
504;19;O
528;20;O
545;21;O
562;17;O
602;26;O
608;24;O
635;33;O
650;26;O
654;18;O
674;26;O
694;24;O
730;21;O
751;15;O
763;12;O
769;22;O
800;18;O
802;30;O
859;19;O
860;15;O
863;26;O
886;23;O
908;20;O
916;16;O
964;18;O
970;18;O
971;19;O
971;23;O
1001;23;O
1013;22;O
1039;22;O
1055;9;O
1068;19;O
1072;26;O
1102;19;O
1113;23;O
1127;22;O
1136;14;O
1143;13;O
1155;20;O
1207;26;O
1208;37;O
1213;26;O
1225;16;O
1251;36;O
1261;19;O
1293;30;O
1305;24;O
1322;24;O
1324;25;O
1368;23;O
1407;23;O
1421;15;O
1427;27;O
1435;72;O
1486;24;O
1499;16;O
1504;31;O
1517;27;O
1518;21;O
1519;24;O
1569;7;O
1610;23;O
1625;23;O
1633;15;O
1639;16;O
1666;17;O
1674;28;O
1680;20;O
1716;22;O
1721;21;O
1746;26;O
1755;26;O
1770;17;O
