#TimeStamp;DistanceTraveled
59.76;187.47
119.99;108.31
179.99;74.89
239.92;134.63
299.99;151.73
359.67;132.28
419.79;148.04
479.96;137.59
539.66;180
599.72;143.17
659.72;117.61
719.79;138.64
779.96;214.29
839.84;126.33
899.71;131.52
959.82;209.69
1019.81;189.23
1079.67;175.49
1139.89;172.5
1199.98;165.51
1259.66;128.28
1319.81;168.75
1379.74;124.43
1439.88;202.42
1499.77;250.46
1559.96;179
1620;211.38
1679.87;189.32
1739.89;199.09
1799.84;166.1
