Tag;Instance;Setting;Config;Seed;Timestamp
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134619
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134620
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134622
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134623
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134625
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134626
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134627
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134629
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134630
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134632
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134633
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134635
[[1, 0.058, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134637
[[1, 0.058, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134638
[[1, 0.058, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134640
[[1, 0.058, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134641
[[1, 1, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134643
[[1, 1, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134644
[[1, 1, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134646
[[1, 1, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134647
[[1, 1, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134648
[[1, 1, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134650
[[1, 1, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134651
[[1, 1, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134653
[[1, 4.186, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134654
[[1, 4.186, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134656
[[1, 4.186, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134657
[[1, 4.186, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134658
[[1, 4.186, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134700
[[1, 4.186, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;2;20240607-134701
[[1, 4.186, 0.698]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\De\Weighted2.xconf;1;20240607-134703
