Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;281;210;29;38.94117181656226;500.90260116593333;4.2587950974775595;81.32611111111115;9.689655172413794;723.7875686161965;1800
OutputStation1;35.50;9.50;248;184;33;31.03725873441997;438.56341654279856;4.127777777777737;85.29166666666788;7.515151515151516;854.9633261404249;1800
OutputStation2;0.50;6.50;253;183;31;33.34897523706463;402.9482931817052;4.196666666666488;84.45111111111066;8.161290322580646;839.6483189474872;1800
