Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;253;182;33;31.52801390394841;290.9534171935545;4.137222222222135;78.74953823585759;7.666666666666667;827.8706637328164;1800
OutputStation1;35.50;9.50;222;161;35;25.699037105540967;202.7453932133124;4.08055555555552;55.122496403539;6.3428571428571425;949.0265944540231;1800
OutputStation2;0.50;6.50;260;206;31;33.46985034773569;419.0491460865099;4.119444444444298;77.15277777777791;8.387096774193548;806.7440908575809;1800
