#TimeStamp;TripTime;Type
37;12;O
43;16;O
52;38;O
53;21;O
61;20;O
87;12;O
148;23;O
198;28;O
219;19;O
222;33;O
232;23;O
280;16;O
291;26;O
311;20;O
342;22;O
363;14;O
406;30;O
412;24;O
426;19;O
465;26;O
493;25;O
501;19;O
506;25;O
538;19;O
571;23;O
614;22;O
640;30;O
646;28;O
668;26;O
673;16;O
729;23;O
783;27;O
806;29;O
809;30;O
810;27;O
850;26;O
853;16;O
930;22;O
936;21;O
959;25;O
983;25;O
1003;30;O
1024;26;O
1053;25;O
1068;22;O
1073;24;O
1107;24;O
1159;23;O
1160;26;O
1193;20;O
1196;29;O
1229;25;O
1233;16;O
1242;21;O
1287;31;O
1300;13;O
1314;37;O
1346;26;O
1377;13;O
1384;23;O
1412;24;O
1415;23;O
1440;18;O
1453;23;O
1473;21;O
1479;7;O
1513;27;O
1533;22;O
1549;25;O
1562;14;O
1568;13;O
1589;20;O
1594;22;O
1626;25;O
1635;23;O
1639;19;O
1644;17;O
1655;6;O
1696;45;O
1709;27;O
1715;17;O
1723;16;O
1733;17;O
1739;18;O
1769;20;O
1776;16;O
1779;18;O
