#TimeStamp;TripTime;Type
43;14;O
51;17;O
52;10;O
62;18;O
72;30;O
72;18;O
88;7;O
127;18;O
145;30;O
161;29;O
166;20;O
167;15;O
195;19;O
231;26;O
251;21;O
252;27;O
275;18;O
277;24;O
294;19;O
302;12;O
333;15;O
354;29;O
374;18;O
378;33;O
403;28;O
443;22;O
453;15;O
459;19;O
482;27;O
498;20;O
513;23;O
537;23;O
552;22;O
574;23;O
582;25;O
618;25;O
655;30;O
658;14;O
669;19;O
672;25;O
673;34;O
722;21;O
724;15;O
746;23;O
755;21;O
769;7;O
782;26;O
803;11;O
804;24;O
839;14;O
853;15;O
878;15;O
882;22;O
891;32;O
904;19;O
927;18;O
935;23;O
943;12;O
970;12;O
994;26;O
1006;18;O
1012;19;O
1027;16;O
1051;29;O
1053;15;O
1108;25;O
1136;17;O
1144;20;O
1145;14;O
1176;19;O
1183;26;O
1204;15;O
1226;20;O
1243;16;O
1246;26;O
1254;21;O
1263;20;O
1273;20;O
1313;8;O
1319;18;O
1355;18;O
1364;23;O
1389;27;O
1398;36;O
1416;27;O
1429;28;O
1444;15;O
1457;27;O
1466;16;O
1480;14;O
1503;25;O
1537;27;O
1543;20;O
1563;16;O
1570;15;O
1588;7;O
1612;25;O
1620;63;O
1637;25;O
1641;22;O
1664;25;O
1697;24;O
1708;13;O
1722;19;O
1723;20;O
1739;34;O
1741;20;O
1775;14;O
1776;23;O
