#TimeStamp;TripTime;Type
43;22;O
44;15;O
46;29;O
49;22;O
70;12;O
78;21;O
130;19;O
149;22;O
152;22;O
153;37;O
159;26;O
206;23;O
232;26;O
234;15;O
248;10;O
250;25;O
297;20;O
302;21;O
327;18;O
348;31;O
357;18;O
375;27;O
383;23;O
390;14;O
442;19;O
443;14;O
461;20;O
469;19;O
500;23;O
505;26;O
530;19;O
548;20;O
560;21;O
605;30;O
609;23;O
620;22;O
636;25;O
657;27;O
662;20;O
683;15;O
706;19;O
708;21;O
752;24;O
764;13;O
777;24;O
804;25;O
812;31;O
831;7;O
831;17;O
875;20;O
907;22;O
911;12;O
931;21;O
947;17;O
968;25;O
980;20;O
992;18;O
993;23;O
1002;15;O
1021;16;O
1060;15;O
1078;23;O
1093;32;O
1098;18;O
1118;21;O
1138;21;O
1169;16;O
1170;20;O
1203;42;O
1214;16;O
1235;26;O
1237;14;O
1254;16;O
1261;33;O
1291;22;O
1298;21;O
1324;20;O
1353;28;O
1361;26;O
1368;19;O
1368;18;O
1375;30;O
1410;23;O
1441;14;O
1459;24;O
1483;26;O
1490;25;O
1501;17;O
1536;18;O
1566;19;O
1576;15;O
1577;10;O
1582;16;O
1594;21;O
1617;19;O
1644;14;O
1657;23;O
1658;13;O
1679;19;O
1696;17;O
1707;15;O
1712;27;O
1745;26;O
1754;18;O
1777;37;O
1793;23;O
