#TimeStamp;TripTime;Type
35;18;O
53;26;O
57;29;O
63;16;O
65;27;O
71;22;O
183;24;O
208;23;O
223;26;O
270;23;O
275;22;O
276;19;O
331;17;O
351;21;O
356;16;O
430;31;O
438;16;O
442;18;O
444;25;O
470;17;O
487;23;O
512;16;O
542;24;O
564;16;O
585;13;O
599;25;O
632;22;O
649;22;O
656;22;O
718;22;O
724;21;O
771;29;O
779;20;O
793;12;O
798;20;O
815;19;O
826;18;O
871;13;O
894;11;O
902;21;O
929;26;O
931;15;O
932;21;O
960;17;O
1037;12;O
1041;23;O
1045;26;O
1068;20;O
1075;24;O
1079;22;O
1129;22;O
1146;15;O
1147;21;O
1179;16;O
1197;30;O
1228;25;O
1230;30;O
1232;63;O
1247;21;O
1292;24;O
1310;15;O
1323;17;O
1346;19;O
1368;21;O
1376;19;O
1380;27;O
1402;21;O
1424;23;O
1427;13;O
1430;27;O
1469;19;O
1479;17;O
1485;11;O
1495;21;O
1509;18;O
1512;24;O
1537;13;O
1564;14;O
1580;33;O
1587;30;O
1595;23;O
1601;24;O
1627;13;O
1669;13;O
1686;26;O
1687;22;O
1699;23;O
1712;21;O
1733;27;O
1768;19;O
1771;27;O
1772;23;O
1786;22;O
1788;24;O
