#TimeStamp;DistanceTraveled
59.88;212.68
119.83;91.91
179.82;202.04
240;168.44
299.74;167.57
359.86;173.14
419.66;160.11
479.74;144.43
539.81;175.82
599.98;176.79
659.8;149.5
719.92;168.54
779.94;194.94
839.84;177.66
899.62;185.35
959.99;145.08
1019.8;163.13
1080;154.92
1139.64;93.95
1199.86;165.23
1259.9;192.78
1319.83;168.95
1379.99;201.27
1439.95;157.83
1499.99;199.98
1559.66;230.98
1619.86;178.07
1679.89;189.92
1739.94;168.92
1799.98;208.46
