W2,W3,Za,Zb,Zc,ItemPileOneAvg,DistanceTraveled,OrderTurnoverTimeAvg,OrdersHandled
0.01,1,0.145,0.395,1,8.637992831541219,4806.83141568588,475.0833690146733,503
0.01,1,0.145,0.395,1,8.037221582181258,4830.151696383562,464.72382466336563,514
0.01,1,0.145,0.395,1,7.458333333333333,5118.258871316655,464.6880129386758,479
0.01,1,0.145,0.395,1,7.947619047619047,4935.477761277059,476.6737127439728,482
0.01,1,0.145,0.395,1,7.870851370851372,4884.954201388879,497.96767586216566,495
0.01,1,0.145,0.395,1,8.352360426929392,4970.734360897912,477.53958460791034,513
0.01,1,0.13,0.448,1,7.97421798631476,4965.37429655192,485.1019315951083,491
0.01,1,0.13,0.448,1,8.38514173998045,4887.461829380364,451.1625619812456,518
0.01,1,0.13,0.448,1,7.332722179781004,4993.683443977435,452.59846031186095,481
0.01,1,0.13,0.448,1,7.472407902554962,5064.915775205606,466.86170270877795,469
0.01,1,0.13,0.448,1,7.737730414746544,4949.573641172636,461.25694735940004,488
0.01,1,0.13,0.448,1,7.720328282828283,4872.471107379108,458.8280963564782,474
0.01,1,0.118,0.49,1,7.5710227272727275,5042.488448577671,462.3236720141172,483
0.01,1,0.118,0.49,1,8.093954248366012,5053.830798533421,446.1232751674616,508
0.01,1,0.118,0.49,1,8.063398692810457,5103.864028224126,465.8274729787799,478
0.01,1,0.118,0.49,1,8.111559139784946,4929.417075130915,443.60816725875964,481
0.01,1,0.118,0.49,1,7.727691663175534,5008.971277398554,435.19987516412357,496
0.01,1,0.118,0.49,1,8.144650900900901,5041.669047690352,485.2576611872213,509
0.15454545454545457,1,0.091,0.586,1,7.967524509803922,4969.908089696819,434.56846321547533,502
0.15454545454545457,1,0.091,0.586,1,6.970370370370371,5081.169285775002,466.31996740021145,476
0.15454545454545457,1,0.091,0.586,1,6.925430778371954,5059.521367621812,443.23998389059636,462
0.15454545454545457,1,0.091,0.586,1,7.224896019013666,5093.986785727537,443.988050886571,472
0.15454545454545457,1,0.091,0.586,1,6.811340752517224,5140.294437251492,422.2951741646932,473
0.15454545454545457,1,0.091,0.586,1,7.594212962962963,4918.012365836901,426.25119194215847,483
0.15454545454545457,1,0.091,0.586,1,7.052729199788023,5092.862545780562,449.13825626288167,481
0.15454545454545457,1,0.091,0.586,1,7.512966476913346,5049.408420147434,461.7948902685815,492
0.15454545454545457,1,0.091,0.586,1,7.255108556832695,5175.186387201875,429.27656270235104,462
0.15454545454545457,1,0.091,0.586,1,7.702918586789555,4898.710267055785,465.59409204471154,474
0.15454545454545457,1,0.091,0.586,1,7.092047930283225,5212.4187345678965,481.17426367278154,478
0.15454545454545457,1,0.091,0.586,1,7.540864869897128,5170.16225068604,462.5712221322506,487
0.15454545454545457,1,0.091,0.586,1,6.878151260504201,5168.938457187949,464.9318466571183,457
0.15454545454545457,1,0.091,0.586,1,7.0092592592592595,5091.3135893979015,462.77932223627454,473
0.15454545454545457,1,0.091,0.586,1,6.7437441643324005,5155.369578363734,458.44121164145747,454
0.15454545454545457,1,0.091,0.586,1,7.286449049316697,5091.605847687207,478.30050792430393,456
0.15454545454545457,1,0.091,0.586,1,7.316536650502496,5049.192359312869,452.19261578124684,473
0.15454545454545457,1,0.091,0.586,1,7.091596638655463,5101.904595972482,464.52000505916675,479
0.29909090909090913,1,0.132,0.438,1,7.144781144781145,5231.16709528891,445.5746694747309,472
0.29909090909090913,1,0.132,0.438,1,7.658525910364145,4945.318333333311,434.1768732615811,508
0.29909090909090913,1,0.132,0.438,1,7.634878193701724,4970.87708651565,454.3207529916682,491
0.29909090909090913,1,0.132,0.438,1,7.972845645488451,4871.385729028728,456.4726746060921,480
0.29909090909090913,1,0.132,0.438,1,8.015429436681808,4913.384169597138,444.8438732660013,502
0.29909090909090913,1,0.132,0.438,1,8.037373737373736,5084.106356172687,482.84221752486906,495
0.29909090909090913,1,0.132,0.438,1,7.340082565284178,5027.596097512851,454.25982353696133,468
0.29909090909090913,1,0.132,0.438,1,7.823395242750081,5003.633127922843,441.8183224732331,500
0.29909090909090913,1,0.132,0.438,1,7.1838808250572965,5116.127520900466,476.8919408957369,466
0.29909090909090913,1,0.132,0.438,1,7.625438445172791,4893.506339800983,450.1485489776591,468
0.29909090909090913,1,0.132,0.438,1,7.546568627450981,5048.111655877266,457.8113273962752,487
0.29909090909090913,1,0.132,0.438,1,7.255606758832566,4969.867166598537,438.2374329019707,474
0.29909090909090913,1,0.132,0.438,1,7.656446821152703,5035.81468919576,448.89095480837875,483
0.29909090909090913,1,0.132,0.438,1,7.7569971537001905,5077.017322072288,460.31598508484853,497
0.29909090909090913,1,0.132,0.438,1,7.731490015360983,4947.713603934229,455.96805802694274,480
0.29909090909090913,1,0.132,0.438,1,7.64159982174688,5115.601852469125,446.0255631460017,484
0.29909090909090913,1,0.132,0.438,1,8.133736559139786,4826.137980404956,464.02917628847484,494
0.29909090909090913,1,0.132,0.438,1,7.912654174573054,4982.686676189867,467.82409450364014,493
0.4436363636363637,1,0.157,0.352,1,7.320833333333333,5049.264989210595,446.16635441829084,476
0.4436363636363637,1,0.157,0.352,1,7.348491636798088,5147.793333333322,472.17654040157396,470
0.4436363636363637,1,0.157,0.352,1,7.482893450635387,5166.023695915116,476.8545285974557,473
0.4436363636363637,1,0.157,0.352,1,7.512650221378874,4946.24414696756,483.4882273780108,472
0.4436363636363637,1,0.157,0.352,1,7.875315656565657,5030.668840468315,447.57792940340795,498
0.4436363636363637,1,0.157,0.352,1,7.96678358537941,4920.000017826047,454.3981166501042,501
0.4436363636363637,1,0.157,0.352,1,7.20686026936027,5127.874548106704,487.3338579990465,468
0.4436363636363637,1,0.157,0.352,1,7.6734068627450975,4797.2478170884,432.74031939331906,503
0.4436363636363637,1,0.157,0.352,1,7.486259655377303,5013.778755394686,484.3835911843668,478
0.4436363636363637,1,0.157,0.352,1,7.728535353535354,4937.842585091566,458.80871314160476,481
0.4436363636363637,1,0.157,0.352,1,7.748819124423963,4903.310956056473,478.80193260529165,496
0.4436363636363637,1,0.157,0.352,1,8.160251710654935,4856.084503776104,478.91538041663915,504
0.4436363636363637,1,0.157,0.352,1,8.037247474747474,4861.5047343681845,452.1118403269075,500
0.4436363636363637,1,0.157,0.352,1,7.542261904761904,5002.194743868797,466.02407122371875,482
0.4436363636363637,1,0.157,0.352,1,7.20952380952381,4964.458744605305,497.14148252302533,473
0.4436363636363637,1,0.157,0.352,1,7.568627450980393,5007.66338262285,458.24143171306105,475
0.4436363636363637,1,0.157,0.352,1,7.109073932603344,5138.75707793863,468.01634886525295,472
0.4436363636363637,1,0.157,0.352,1,7.370098039215686,4980.082487339382,479.2055455241733,470
0.5881818181818183,1,0.173,0.295,1,7.388560585524533,5033.7315113242885,475.34961098031,476
0.5881818181818183,1,0.173,0.295,1,7.644546850998464,5040.068214050039,448.3919818628335,489
0.5881818181818183,1,0.173,0.295,1,7.913425047438331,4972.786680497622,435.46762898598735,492
0.5881818181818183,1,0.173,0.295,1,7.658223602246372,4908.334670147773,432.96600778826974,478
0.5881818181818183,1,0.173,0.295,1,7.8089605734767025,4898.915357610655,430.8668825132943,480
0.5881818181818183,1,0.173,0.295,1,7.082755602240897,5001.99211021357,453.4428823782459,470
0.5881818181818183,1,0.173,0.295,1,7.704040404040405,5065.493586313143,469.0025480730356,480
0.5881818181818183,1,0.173,0.295,1,7.647095959595959,5108.698944650467,456.4042273560984,491
0.5881818181818183,1,0.173,0.295,1,7.554398148148148,4998.320927448095,452.12497137621915,483
0.5881818181818183,1,0.173,0.295,1,7.914304333659172,4976.224382669384,469.1646300912211,480
0.5881818181818183,1,0.173,0.295,1,7.805581910183428,4974.494201388876,453.39552406116087,491
0.5881818181818183,1,0.173,0.295,1,7.877777777777777,4929.682709708868,454.5612320935652,486
0.5881818181818183,1,0.173,0.295,1,7.0245098039215685,5104.759219721492,478.86616775548606,458
0.5881818181818183,1,0.173,0.295,1,8.147927689594356,4897.989914559789,463.81577952549276,489
0.5881818181818183,1,0.173,0.295,1,7.862507427213309,4912.15481249169,490.16808724437465,483
0.5881818181818183,1,0.173,0.295,1,7.722624729266097,4952.151662511986,472.8642712792225,473
0.5881818181818183,1,0.173,0.295,1,8.009803921568627,4817.377110441508,446.2897159821369,491
0.5881818181818183,1,0.173,0.295,1,8.143954248366013,5064.427118981477,458.0961291543642,504
0.7327272727272728,1,0.185,0.252,1,8.268817204301074,4742.166583079921,452.13493605367245,490
0.7327272727272728,1,0.185,0.252,1,7.442401960784314,5066.269158803241,474.55427951619663,489
0.7327272727272728,1,0.185,0.252,1,7.35673624288425,5082.21901172839,495.2192060388463,469
0.7327272727272728,1,0.185,0.252,1,7.573927127058057,5147.031923229987,477.39744286579213,469
0.7327272727272728,1,0.185,0.252,1,7.783796216433788,5032.307675733822,471.02136473978396,489
0.7327272727272728,1,0.185,0.252,1,7.63088023088023,5107.545284035996,431.55161438480275,485
0.7327272727272728,1,0.185,0.252,1,7.246010662329449,5161.905449624945,458.6204711749345,472
0.7327272727272728,1,0.185,0.252,1,7.049019607843138,5117.252896401131,470.01500699735925,470
0.7327272727272728,1,0.185,0.252,1,6.859477124183006,5190.732693646579,496.27147144924317,460
0.7327272727272728,1,0.185,0.252,1,8.637408568443051,4824.383097171362,488.25868744258,496
0.7327272727272728,1,0.185,0.252,1,7.393464052287581,5088.975963231063,481.153835743147,472
0.7327272727272728,1,0.185,0.252,1,7.970369012707722,4885.15283926446,445.13360349224206,493
0.7327272727272728,1,0.185,0.252,1,6.984699940582293,5044.601920542535,471.3626297882051,465
0.7327272727272728,1,0.185,0.252,1,8.404349785891368,5005.282218625747,449.88480515437254,506
0.7327272727272728,1,0.185,0.252,1,7.972503840245775,4923.111667346891,455.4952542352936,492
0.7327272727272728,1,0.185,0.252,1,7.744369094167482,5104.309318010539,458.5970675093052,475
0.7327272727272728,1,0.185,0.252,1,7.166666666666667,5198.383975308227,451.6715383204922,473
0.7327272727272728,1,0.185,0.252,1,7.882827324478178,5001.292793665669,472.1644037603047,495
0.8772727272727274,1,0.195,0.219,1,8.430316091954024,4836.975153935182,448.9457960694993,497
0.8772727272727274,1,0.195,0.219,1,6.847531512605042,5111.306385292418,461.8780809317416,457
0.8772727272727274,1,0.195,0.219,1,6.671148459383754,5215.0440312501805,436.0760197331133,456
0.8772727272727274,1,0.195,0.219,1,7.379679144385027,4976.957660739376,449.55146425985123,465
0.8772727272727274,1,0.195,0.219,1,7.604166666666667,5016.809329511741,479.69442636472536,493
0.8772727272727274,1,0.195,0.219,1,7.1906903132709585,5018.693603918156,450.74192611001723,467
0.8772727272727274,1,0.195,0.219,1,7.365530303030304,5076.999999999985,459.6439363251864,472
0.8772727272727274,1,0.195,0.219,1,8.227240143369174,4863.091407207505,443.4896241264764,496
0.8772727272727274,1,0.195,0.219,1,7.294246031746032,5053.064632487261,465.21677186967827,447
0.8772727272727274,1,0.195,0.219,1,7.299492296918768,5110.398120731163,465.0177879998523,472
0.8772727272727274,1,0.195,0.219,1,7.810516934046345,4906.799164309949,463.68892876308263,486
0.8772727272727274,1,0.195,0.219,1,7.5247899159663865,5067.27186728394,465.32505938638457,487
0.8772727272727274,1,0.195,0.219,1,7.385970302099334,4991.163931903958,474.89296119733103,467
0.8772727272727274,1,0.195,0.219,1,7.5630421865715975,5039.716030148047,492.84552570801225,474
0.8772727272727274,1,0.195,0.219,1,7.833221326164874,5083.334765473691,465.24858247560815,478
0.8772727272727274,1,0.195,0.219,1,7.59990690313271,5030.032504374705,468.42745346086434,475
0.8772727272727274,1,0.195,0.219,1,7.979166666666667,4941.77505408669,498.4497175753236,494
0.8772727272727274,1,0.195,0.219,1,8.567876344086022,4822.543320932724,468.0643475756907,518
1.021818181818182,1,0.201,0.195,1,7.577119408369408,5100.25296921707,455.9769056523341,482
1.021818181818182,1,0.201,0.195,1,7.377860983102919,4999.2697941514625,461.16170883666047,477
1.021818181818182,1,0.201,0.195,1,6.997613519091847,5223.383749418501,468.6572521648077,461
1.021818181818182,1,0.201,0.195,1,7.357100415923945,5033.934326959784,477.66444981741256,471
1.021818181818182,1,0.201,0.195,1,7.330269607843136,5143.726912260216,490.83949898571575,477
1.021818181818182,1,0.201,0.195,1,7.691090629800307,5139.232623667734,493.5444552260025,487
1.021818181818182,1,0.201,0.195,1,7.181322150072151,5146.069272967716,477.3016719398529,469
1.021818181818182,1,0.201,0.195,1,7.467532467532467,5091.380904912491,494.55962163468297,474
1.021818181818182,1,0.201,0.195,1,8.119623655913978,4968.974514290568,456.80799082500016,493
1.021818181818182,1,0.201,0.195,1,7.065563725490196,5093.802717890236,490.56768662107635,445
1.021818181818182,1,0.201,0.195,1,7.346842464584401,5124.602096343368,491.71769899464937,480
1.021818181818182,1,0.201,0.195,1,7.481580510992276,5067.348453509523,470.2811077142989,476
1.021818181818182,1,0.201,0.195,1,7.384135472370766,5057.110233541265,438.7084858989444,487
1.021818181818182,1,0.201,0.195,1,6.673202614379085,5151.866670679004,481.7659366995089,455
1.021818181818182,1,0.201,0.195,1,7.532574320050601,5044.35401585141,440.0597873032301,480
1.021818181818182,1,0.201,0.195,1,7.585390192245032,5119.94780353386,453.61185857074116,461
1.021818181818182,1,0.201,0.195,1,6.918160095579451,5243.657883191444,460.735403788763,467
1.021818181818182,1,0.201,0.195,1,7.543189245395127,5043.378582339386,471.48718331038526,484
1.1663636363636365,1,0.207,0.176,1,7.443234185169669,5001.090784544203,484.3150217187516,477
1.1663636363636365,1,0.207,0.176,1,7.478498217468807,4953.48083243135,449.07801040940524,489
1.1663636363636365,1,0.207,0.176,1,7.231457431457431,5170.021514390888,484.0171755892561,471
1.1663636363636365,1,0.207,0.176,1,7.264705882352942,5145.159389376604,474.1565237900849,470
1.1663636363636365,1,0.207,0.176,1,6.970588235294117,5195.0374113661255,456.8214096403619,473
1.1663636363636365,1,0.207,0.176,1,7.156709956709957,5224.597688888881,442.5899449956546,483
1.1663636363636365,1,0.207,0.176,1,7.186385918003565,5199.576125500838,483.29976418985524,456
1.1663636363636365,1,0.207,0.176,1,7.4526455026455025,4996.286493611373,465.1876018273713,489
1.1663636363636365,1,0.207,0.176,1,7.887471198156682,4965.842075192025,473.79479021323664,486
1.1663636363636365,1,0.207,0.176,1,7.780806164107872,4989.802387862574,436.9813991882561,486
1.1663636363636365,1,0.207,0.176,1,8.210954301075269,4905.4868108416895,428.01995834986803,517
1.1663636363636365,1,0.207,0.176,1,7.478571428571429,5143.336637550688,488.3943393249681,478
1.1663636363636365,1,0.207,0.176,1,7.7524673579109065,5034.555172038503,441.87460777648295,492
1.1663636363636365,1,0.207,0.176,1,6.630787037037037,5116.248622015496,452.46475861112333,451
1.1663636363636365,1,0.207,0.176,1,8.004278074866312,5103.881384071693,464.68101501523944,487
1.1663636363636365,1,0.207,0.176,1,7.2245989304812825,5173.198864105413,481.33625913719624,460
1.1663636363636365,1,0.207,0.176,1,7.595959595959596,5037.7468462748,475.0375538778482,487
1.1663636363636365,1,0.207,0.176,1,7.53415559772296,5163.401604720014,485.975842785597,478
1.310909090909091,1,0.211,0.162,1,7.287433155080213,5032.2460239834,458.706323415229,473
1.310909090909091,1,0.211,0.162,1,6.864478114478114,5219.940270584829,461.5435652922277,474
1.310909090909091,1,0.211,0.162,1,6.626058201058201,5111.741602815208,493.538116275998,444
1.310909090909091,1,0.211,0.162,1,6.957977332170881,5149.947721178886,505.570070647172,452
1.310909090909091,1,0.211,0.162,1,7.233477633477634,5151.013019682362,478.2406367145867,477
1.310909090909091,1,0.211,0.162,1,7.427213309566251,5013.245209617261,462.647172386305,482
1.310909090909091,1,0.211,0.162,1,6.293217893217893,5200.504505662282,467.2156005758758,428
1.310909090909091,1,0.211,0.162,1,7.161134453781512,5005.660407885079,448.69401272088425,477
1.310909090909091,1,0.211,0.162,1,7.915607689801237,4956.644528252242,454.40451967867887,479
