Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240625-192412
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240625-192413
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240625-192415
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;4;20240625-192416
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;5;20240625-192417
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;6;20240625-192418
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240625-192420
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240625-192422
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240625-192424
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;4;20240625-192425
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;5;20240625-192426
1, 0.01, 1.0, 0.13, 0.448, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;6;20240625-192428
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240625-192430
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240625-192431
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240625-192433
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;4;20240625-192434
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;5;20240625-192435
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;6;20240625-192437
1, 0.15454545454545457, 1.0, 0.091, 0.586, 1.0;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\10.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240625-192438
