Xa,Xb,Xc,OrdersHandled
0.6505833333333333,0.14175000000000001,0.20833333333333334,467.8888888888889
0.61975,0.170625,0.20833333333333334,473.6666666666667
0.6012500000000001,0.19162500000000002,0.20833333333333334,477.8333333333333
0.666,0.12512500000000001,0.20833333333333334,476.72222222222223
0.6382499999999999,0.15399999999999997,0.20833333333333334,479.44444444444446
0.2805833333333333,0.5127499999999999,0.20833333333333334,474.1111111111111
0.5334166666666668,0.258125,0.20833333333333334,483.0
0.5704166666666667,0.2205,0.20833333333333334,481.1111111111111
0.6629166666666666,0.1295,0.20833333333333334,476.77777777777777
0.40700000000000003,0.38325000000000004,0.20833333333333334,485.6666666666667
0.48408333333333337,0.30799999999999994,0.20833333333333334,482.8888888888889
0.4008333333333333,0.392,0.20833333333333334,486.8333333333333
0.3638333333333333,0.42874999999999996,0.20833333333333334,492.5
0.44708333333333333,0.34562500000000007,0.20833333333333334,497.6666666666667
