# ItemPileOneAvg DistanceTraveled OrdersHandled OrderTurnoverTimeAvg ItemThroughputRateScore OrderThroughputRate 
7.65187165775401 5088.375388153013 480 456.19065209163307 0.5830881505409522 960 
7.719381313131312 4906.464751388881 504 441.31804610588597 0.5969835207190233 1008 
7.6454775458570525 5022.232121147599 483 433.0646110523849 0.5957607486790355 966 
7.794497975143137 5014.114285803343 485 475.0128968539591 0.6060973768955934 970 
7.414141414141414 4973.065458407838 491 445.34115247077665 0.5961311064270428 982 
7.385569711755669 5002.800475753856 484 418.7182573084743 0.5820257867917593 968 
7.65187165775401 5088.375388153013 480 456.19065209163307 0.5830881505409522 960 
8.140467171717171 4965.829981663424 515 445.92098063619073 0.6210457540629352 1030 
8.087650700553926 5026.47657937626 497 448.2378869975615 0.6165601801427758 994 
8.548027901371894 4912.939730903602 497 444.5932015142232 0.6169458878901831 994 
8.581398312940303 4843.837072114236 509 451.64761300509855 0.6160261116240354 1018 
8.180555555555555 4866.793679762662 504 456.171156390183 0.6043414302788727 1008 
8.104144265232975 4909.0380466174165 493 409.5550484831188 0.5928656282654095 986 
8.199260752688174 4922.726567283944 506 447.11556781432455 0.6066209442085009 1012 
7.872779519331243 5033.858364881449 490 463.7285345414869 0.6009951557748893 980 
8.373611111111112 4946.980415074973 496 466.9903560505652 0.6176691589176443 992 
7.6169157179000635 4982.363537548467 480 464.58726885904684 0.5808843413852983 960 
7.896650326797385 4938.539999251122 492 444.3703497810781 0.5961532911953085 984 
7.581123737373737 5106.400037140582 485 470.47510990105394 0.5873808045245673 970 
7.70616766745799 5021.332261493517 497 484.4064976554965 0.6002059142821918 994 
7.212554466230936 5092.676337654856 479 437.4364558160588 0.581341093870824 958 
7.325829725829725 4988.589155877265 471 453.21915217622353 0.5862936954693015 942 
7.575268817204301 4900.3210250940865 474 415.44487782722877 0.5629010764782213 948 
7.469121719121719 4952.765359226349 466 464.9941086778172 0.5634054932107168 932 
7.789304812834224 5037.1497337962865 491 460.02949158158015 0.5927054168585124 982 
7.487745098039215 5002.115595914525 495 437.8175726586487 0.5917982270606336 990 
7.505050505050505 5040.019438737042 468 452.6009455741098 0.5814274898724087 936 
7.1236047107014855 5088.674687499989 450 487.610837159874 0.573089033697639 900 
7.642553614967408 4855.313897191263 479 447.4066768907068 0.5783916416689561 958 
7.967864923747277 4986.34674707567 510 420.091563772323 0.6194742170549917 1020 
7.372895622895623 5079.037820833325 484 435.7733270211922 0.5860501881018346 968 
8.064731365377916 5031.7157789050925 500 454.78867116055585 0.5938246708935679 1000 
7.726488095238095 5004.737614577195 492 463.7250957456348 0.6024768136933653 984 
7.43302145882791 5056.070536411902 473 439.36498336802003 0.5794112346413384 946 
7.388065529242 5087.381551234558 496 461.8413009230074 0.5962664729826601 992 
7.517528223410577 5137.526187119513 494 450.1661905889874 0.6003494878124188 988 
7.512867647058823 5130.427725747332 487 472.28584554600275 0.5932540908140638 974 
7.663231780167265 4869.28402892574 505 409.15537423625113 0.5964644847789851 1010 
7.652947388632872 5016.379155877264 483 453.3340934300832 0.5894037142447378 966 
7.684313725490196 5139.022181774143 472 481.44601064716744 0.5932028761364161 944 
8.040333122496309 4980.085838208302 490 445.42314710875354 0.5994457625288623 980 
8.081439393939393 4974.914021237983 497 435.03885179029487 0.6032013057519235 994 
7.074284511784512 5136.054295502008 461 441.6808664710088 0.5638264118042229 922 
8.20166561248155 4770.16691855142 512 451.6746167649479 0.6121180207751737 1024 
7.457813428401664 4964.319144601321 475 470.08340733472545 0.5895755020718798 950 
8.187683284457478 4902.432182324053 495 473.9832918343035 0.610605469066441 990 
7.9031587219443 4911.463576324005 503 447.76361055717 0.6087398890592578 1006 
7.6836935531788475 4887.52681617713 492 431.7989986805783 0.6003148465734459 984 
7.926628716002529 5026.461839399128 494 454.03907262198703 0.597593323384296 988 
8.017171717171717 4965.6822972182335 494 471.34213793598104 0.5861556783163133 988 
7.584229390681003 5026.770866241206 473 482.9085388949749 0.580250856663878 946 
7.964282890575585 4970.312564493767 490 466.0995649628993 0.6060923119021561 980 
7.677419354838709 4930.189697658003 487 449.7054784364834 0.580597168548608 974 
8.653874675565442 4876.081635991023 515 467.19783040748973 0.6337774957411886 1030 
8.481646825396824 4849.72233917118 501 445.2735329740228 0.6140765937324029 1002 
7.2463235294117645 5044.653176317072 474 478.49892603855176 0.5740265562142745 948 
7.670825906120023 5003.747594737501 492 465.8349830167432 0.605907296358529 984 
7.532738095238095 5008.893743064687 468 468.91181208857205 0.5868276637591905 936 
7.36939604776417 5058.00039125593 469 476.5861204693047 0.5702285062738944 938 
7.492572786690435 5057.607279455033 486 450.86395380758165 0.5925650618656557 972 
7.07961972667855 5137.705248519893 461 425.5017371072842 0.5622096869684265 922 
7.759347507331378 4960.63441927332 489 478.3763719927202 0.5873201238886171 978 
7.664684479200608 5055.332370321284 483 430.3098140202487 0.6004074824439379 966 
8.070588235294117 4971.326450232229 490 464.96913887171775 0.6063995593503181 980 
7.647296494355317 5100.897384679853 484 448.2549034424663 0.583900062365687 968 
