#TimeStamp;TripTime;Type
35;10;O
43;14;O
43;23;O
57;15;O
59;11;O
70;12;O
133;19;O
135;17;O
174;15;O
192;24;O
202;23;O
209;20;O
211;18;O
260;13;O
296;17;O
301;19;O
358;23;O
362;31;O
365;36;O
404;18;O
423;18;O
457;31;O
458;17;O
458;13;O
460;18;O
537;22;O
559;26;O
562;18;O
594;23;O
602;29;O
606;13;O
627;7;O
682;23;O
686;27;O
697;20;O
698;21;O
719;7;O
760;18;O
781;20;O
816;15;O
818;18;O
833;16;O
836;24;O
861;18;O
879;17;O
900;13;O
902;13;O
912;9;O
923;13;O
947;30;O
969;22;O
980;20;O
988;22;O
1002;20;O
1025;22;O
1054;20;O
1061;22;O
1081;19;O
1103;19;O
1111;16;O
1132;23;O
1156;22;O
1161;36;O
1180;18;O
1185;17;O
1210;26;O
1233;18;O
1240;6;O
1280;21;O
1287;11;O
1305;16;O
1311;18;O
1335;25;O
1351;19;O
1364;24;O
1385;15;O
1386;18;O
1429;20;O
1432;72;O
1449;16;O
1476;25;O
1477;32;O
1482;31;O
1502;14;O
1508;21;O
1530;26;O
1541;13;O
1566;12;O
1570;22;O
1584;25;O
1604;26;O
1626;29;O
1628;25;O
1656;18;O
1700;21;O
1709;21;O
1713;74;O
1741;12;O
1745;33;O
1758;24;O
1771;20;O
1782;15;O
