#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;89.48;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.98;89.24;0.14;PP/0.01,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.68;88.36;0.29;PP/0.01,TA/0.21,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
179.81;88.3;0.33;PP/0.01,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
239.71;88.3;0.37;PP/0.01,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
299.71;88.3;0.4;PP/0.01,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
359.75;88.16;0.45;PP/0.02,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
419.75;87.94;0.5;PP/0.02,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
479.98;87.8;0.54;PP/0.02,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
539.97;87.79;0.58;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
599.77;87.79;0.61;PP/0.03,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
659.83;87.64;0.64;PP/0.03,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
719.84;87.13;0.68;PP/0.03,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
779.88;87.02;0.71;PP/0.03,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
839.6;87.02;0.74;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
899.93;87.02;0.76;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
959.89;87.02;0.79;PP/0.04,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1019.75;86.82;0.82;PP/0.04,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1079.95;86.82;0.85;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1139.94;86.69;0.89;PP/0.05,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1199.99;86.21;0.93;PP/0.05,TA/0.42,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1259.81;86.11;0.95;PP/0.05,TA/0.42,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1319.92;86.05;0.98;PP/0.06,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1379.95;86.04;1.01;PP/0.06,TA/0.44,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1439.85;86.04;1.03;PP/0.06,TA/0.44,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1499.91;86.04;1.06;PP/0.07,TA/0.45,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1559.69;85.97;1.08;PP/0.07,TA/0.45,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
1619.94;85.77;1.1;PP/0.07,TA/0.45,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
1679.71;85.64;1.13;PP/0.07,TA/0.46,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
1739.64;85.59;1.15;PP/0.08,TA/0.47,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
1800;85.41;1.18;PP/0.08,TA/0.47,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
