#TimeStamp;TripTime;Type
36;26;O
38;10;O
43;26;O
48;16;O
70;12;O
76;23;O
114;14;O
135;11;O
158;22;O
160;17;O
176;18;O
210;26;O
224;32;O
226;20;O
256;20;O
268;21;O
282;31;O
304;23;O
308;12;O
339;21;O
376;16;O
382;22;O
400;20;O
418;14;O
420;27;O
458;15;O
467;12;O
472;24;O
487;27;O
501;22;O
545;25;O
548;25;O
551;23;O
575;19;O
591;18;O
617;18;O
642;19;O
642;14;O
672;22;O
672;14;O
673;17;O
706;22;O
714;16;O
748;27;O
757;25;O
766;12;O
788;21;O
809;19;O
835;25;O
840;13;O
860;19;O
873;25;O
882;17;O
916;18;O
917;23;O
968;23;O
969;16;O
983;25;O
1023;23;O
1025;21;O
1041;16;O
1047;21;O
1052;27;O
1080;18;O
1113;22;O
1136;18;O
1150;28;O
1155;15;O
1168;27;O
1191;28;O
1212;25;O
1238;23;O
1243;22;O
1244;33;O
1268;22;O
1290;15;O
1330;18;O
1334;25;O
1346;20;O
1367;24;O
1379;20;O
1424;29;O
1439;17;O
1460;23;O
1467;21;O
1480;30;O
1488;25;O
1496;7;O
1518;24;O
1549;19;O
1587;21;O
1588;12;O
1597;13;O
1616;21;O
1630;19;O
1642;25;O
1664;23;O
1671;7;O
1689;19;O
1703;16;O
1724;19;O
1739;28;O
1750;31;O
1783;31;O
1785;26;O
1788;13;O
