# SectorTime DistanceTraveled
0.016627777777777776 28898.80999799075
0.033280555555555556 28968.37198696709
0.04995 29028.411947776982
0.06662222222222222 29028.411947776982
0.08332222222222223 29103.86488693013
0.09999166666666667 29123.45749756913
0.11658333333333333 29123.45749756913
0.1332472222222222 29136.512897847486
0.14999722222222223 29148.470404914322
0.16661388886111111 29148.470404914322
0.18331666666666666 29147.224937120023
0.19989722222222223 29130.70759881864
0.21665 29086.543564925247
0.2333 29046.527841255313
0.2499472222222222 29046.527841255313
0.26665 28956.570888499027
0.2833333333333333 28908.171218238687
0.29996944444444446 28908.171218238687
0.3165861111111111 28789.438070185468
0.3332583333333333 28727.324930402465
0.3499083333333333 28727.324930402465
0.36664444444444444 28581.66723732094
0.38332777777777777 28508.94521419914
0.4 28433.109676602595
0.41665555555555556 28348.576699153335
0.43329444441666665 28348.576699153335
0.4499472222222222 28168.012020419585
0.46660277777777776 28168.012020419585
0.4833277777777778 27975.40646879391
0.49996666666666667 27880.07753693726
0.5166083333333333 27880.07753693726
0.5332361111111111 27795.882598812077
0.5498944444444445 27698.708490912162
0.5666583333333334 27479.886020669648
0.5833222222222222 27358.422831607808
0.5999416666666667 27234.82619643676
0.6166583333055555 27100.305640068655
0.6332916666666667 27092.208918190856
0.6499944444444444 26806.48791940562
0.6666416666666667 26772.80222927981
0.6833333333333333 26443.342858934706
0.6999583333333333 26415.599653343757
0.7166472222222222 26087.983316263886
0.7332861111111111 25885.36480225269
0.7499916666388889 25796.167977783876
0.7665916666666667 25445.19959092482
0.7832361111111111 25391.14634033344
0.7999944444444445 24910.001426911076
0.8165555555555556 24910.001426911076
0.83325 24646.223418611444
0.8499916666388889 24084.266457283735
0.8666 23884.644960801033
0.8832361111111111 23785.52044211064
0.8999638888888889 23462.30772212672
0.9165805555555555 22912.16448486835
0.9333277777777778 22434.252705958887
0.9499111111111112 22211.89107210762
0.9666611111111111 21687.77827176711
0.983325 21457.060335329537
0.9998944444444444 21293.03466872505
1.0166194444444445 20699.448648274698
1.0333333333333334 20040.213187033718
1.0498972222222223 19621.997184354397
1.0665916666666666 19394.38715445346
1.083288888888889 18988.39417689904
1.0999333333333334 18801.415026511124
1.116586111111111 18399.251335510948
1.1333277777777777 17597.80065425592
1.1499611111111112 17597.80065425592
1.1666666666666667 16819.07886959223
1.1833027777777778 16636.427728210525
1.1999777777777778 16057.292910014989
1.2166277777777779 15887.747481164264
1.2332333333333334 15689.654319429155
1.2499916666666666 14970.998685210765
1.2665722222222222 14970.998685210765
1.2833333333333334 14274.617333372622
1.2999833333055555 14274.617333372622
1.316575 13732.923459610105
1.3333222222222223 13268.820816307849
1.3499722222222221 13268.820816307849
1.3665694444444445 12947.63049234387
1.3833194444444445 12315.028411707974
1.399988888888889 12004.555848297
1.416575 12004.555848297
1.43332777775 11608.930050705156
1.4498972222222222 11413.165148160952
1.466591666638889 11126.55722666704
1.483311111111111 10766.18694256032
1.4999694444444445 10300.040730090144
1.5166416666666667 10105.832838672997
1.5333222222222223 9967.091158393794
1.5498888888888889 9781.643110615463
1.5665666666666667 9535.211750835419
1.583225 9293.550617816865
1.599936111111111 8826.387540531743
1.6166499999722221 8647.089632366742
1.6333194444444445 8555.783553839576
1.6499666666666666 8184.0315234740765
1.666625 8146.694622489167
1.6832694444444445 7955.737565574377
1.6999333333333333 7799.30005899492
1.7166277777777779 7594.59548079523
1.7333333333333334 7279.755452878933
