#TimeStamp;Bot;Pod;InputStation;TurnoverTime;ThroughputTime
1781.21;14;150;0;946.44;392.37
1791.25;14;150;0;956.49;402.42
1801.3;14;150;0;966.53;412.46
1811.3;14;150;0;976.54;422.47
1821.35;14;150;0;986.58;432.51
1836;7;156;0;1001.24;381.82
1846.1;7;156;0;1011.33;391.91
1856.11;7;156;0;1021.34;401.92
1866.15;7;156;0;1031.38;411.96
1876.2;7;156;0;1041.43;422.01
1886.2;7;156;0;1051.43;432.01
1901.57;17;161;0;1066.81;381.22
1911.62;17;161;0;1076.85;391.26
1921.66;17;161;0;1086.9;401.31
1931.71;17;161;0;1096.94;411.35
1941.75;17;161;0;1106.98;421.39
1951.76;17;161;0;1116.99;431.4
1967.17;8;126;0;1132.4;775.05
1977.37;8;126;0;1142.6;785.26
1987.39;8;126;0;1152.63;795.28
1997.44;8;126;0;1162.67;805.33
2007.48;8;126;0;1172.72;815.37
2017.53;8;126;0;1182.76;825.41
2032.59;2;165;0;1197.82;381.11
2042.68;2;165;0;1207.91;391.21
2052.72;2;165;0;1217.95;401.25
2062.77;2;165;0;1228;411.29
2072.81;2;165;0;1238.04;421.34
2082.85;2;165;0;1248.09;431.38
2097.75;16;167;0;1262.98;381.4
2107.85;16;167;0;1273.08;391.49
2117.88;16;167;0;1283.11;401.52
2127.92;16;167;0;1293.15;411.57
2137.96;16;167;0;1303.2;421.61
2148.01;16;167;0;1313.24;431.66
2163.04;11;5;0;1328.27;1327.99
2173.06;11;5;0;1338.29;1338.02
2183.09;11;5;0;1348.32;1348.05
2193.1;11;5;0;1358.33;1358.06
2203.14;11;5;0;1368.38;1368.1
2213.19;11;5;0;1378.42;1378.14
2228.26;14;75;0;1393.49;1393.21
2238.35;14;75;0;1403.58;1403.3
2248.37;14;75;0;1413.6;1413.32
2258.38;14;75;0;1423.61;1423.34
2268.42;14;75;0;1433.66;1433.38
2278.47;14;75;0;1443.7;1443.42
2293.22;7;21;0;1458.45;1458.18
2303.27;7;21;0;1468.5;1468.22
2313.31;7;21;0;1478.54;1478.27
2323.36;7;21;0;1488.59;1488.31
2333.38;7;21;0;1498.61;1498.33
2343.42;7;21;0;1508.65;1508.38
2357.89;17;185;0;1523.13;380.48
2368.22;17;185;0;1533.45;390.8
2378.26;17;185;0;1543.49;400.84
2388.3;17;185;0;1553.54;410.89
2398.35;17;185;0;1563.58;420.93
2408.39;17;185;0;1573.63;430.98
2423.88;8;133;0;1589.12;1166.65
2433.93;8;133;0;1599.16;1176.69
2443.97;8;133;0;1609.2;1186.74
2454.02;8;133;0;1619.25;1196.78
2464.06;8;133;0;1629.29;1206.83
2474.09;8;133;0;1639.32;1216.85
2489.34;2;182;0;1654.57;577.68
2499.47;2;182;0;1664.7;587.8
2509.48;2;182;0;1674.71;597.81
2519.5;2;182;0;1684.73;607.84
2529.55;2;182;0;1694.78;617.88
2539.59;2;182;0;1704.82;627.93
2554.47;11;202;0;1719.43;351.28
2564.52;11;202;0;1729.47;361.33
2574.56;11;202;0;1739.52;371.37
2584.61;11;202;0;1749.56;381.42
2594.65;11;202;0;1759.6;391.46
2604.69;11;202;0;1769.65;401.5
2620.07;16;3;0;1785.3;1785.02
2630.17;16;3;0;1795.4;1795.12
2640.21;16;3;0;1805.45;1805.17
2650.26;16;3;0;1815.49;1815.21
2660.3;16;3;0;1825.53;1825.26
2670.3;16;3;0;1835.54;1835.26
2684.9;14;201;0;1849.85;416.43
2695.29;14;201;0;1860.24;426.82
2705.33;14;201;0;1870.29;436.86
2715.38;14;201;0;1880.33;446.91
2725.42;14;201;0;1890.38;456.95
2735.43;14;201;0;1900.38;466.96
2750.82;7;200;0;1915.78;417.4
2760.86;7;200;0;1925.82;427.44
2770.87;7;200;0;1935.82;437.44
2780.91;7;200;0;1945.87;447.49
2790.93;7;200;0;1955.88;457.5
2800.97;7;200;0;1965.93;467.55
2816.06;17;199;0;1981.01;417.66
2826.14;17;199;0;1991.09;427.74
2836.18;17;199;0;2001.14;437.79
2846.22;17;199;0;2011.18;447.83
2856.23;17;199;0;2021.19;457.84
2866.26;17;199;0;2031.21;467.86
2880.75;8;172;0;2045.99;1099.5
2890.8;8;172;0;2056.03;1109.54
2900.81;8;172;0;2066.04;1119.56
2910.86;8;172;0;2076.09;1129.6
2920.9;8;172;0;2086.13;1139.65
2930.92;8;172;0;2096.15;1149.66
2945.82;2;79;0;1577.29;416.23
2956.09;2;79;0;1587.56;426.5
2966.12;2;79;0;1597.59;436.53
2976.16;2;79;0;1607.64;446.57
2986.2;2;79;0;1617.68;456.61
2996.25;2;79;0;1627.73;466.66
3011.21;11;76;0;1642.68;416.52
3021.25;11;76;0;1652.72;426.56
3031.25;11;76;0;1662.73;436.56
3041.26;11;76;0;1672.73;446.57
3051.3;11;76;0;1682.78;456.61
3061.34;11;76;0;1692.82;466.65
3076.06;16;70;0;1707.53;415.71
3086.36;16;70;0;1717.83;426.01
3096.4;16;70;0;1727.88;436.06
3106.45;16;70;0;1737.92;446.1
3116.49;16;70;0;1747.97;456.14
3126.54;16;70;0;1758.01;466.19
3141.56;14;67;0;1773.04;416.1
3151.59;14;67;0;1783.07;426.12
3161.63;14;67;0;1793.11;436.16
3171.68;14;67;0;1803.15;446.21
3181.72;14;67;0;1813.2;456.25
3191.76;14;67;0;1823.24;466.3
3206.69;7;58;0;1838.16;415.72
3216.69;7;58;0;1848.17;425.72
3226.73;7;58;0;1858.21;435.76
3236.75;7;58;0;1868.22;445.77
3246.79;7;58;0;1878.27;455.82
3256.83;7;58;0;1888.31;465.86
3272.01;17;56;0;1903.48;415.73
3282.07;17;56;0;1913.55;425.8
3292.12;17;56;0;1923.59;435.84
3302.16;17;56;0;1933.64;445.89
3312.21;17;56;0;1943.68;455.93
3322.23;17;56;0;1953.71;465.96
3336.5;8;54;0;1967.98;415.55
3346.78;8;54;0;1978.26;425.84
3356.78;8;54;0;1988.26;435.84
3366.83;8;54;0;1998.3;445.88
3376.84;8;54;0;2008.31;455.89
3386.88;8;54;0;2018.36;465.94
3402.5;2;23;0;2033.98;416.25
3412.55;2;23;0;2044.02;426.3
3422.59;2;23;0;2054.07;436.34
3432.64;2;23;0;2064.11;446.39
3442.68;2;23;0;2074.16;456.43
3452.73;2;23;0;2084.2;466.48
3467.69;11;14;0;2099.16;416.34
3477.73;11;14;0;2109.21;426.39
3487.78;11;14;0;2119.25;436.43
3497.82;11;14;0;2129.3;446.48
3507.85;11;14;0;2139.33;456.51
3517.88;11;14;0;2149.36;466.54
3533.13;16;13;0;2164.61;416.6
3543.39;16;13;0;2174.86;426.85
3553.39;16;13;0;2184.87;436.86
3563.42;16;13;0;2194.9;446.88
3573.46;16;13;0;2204.94;456.93
3583.51;16;13;0;2214.98;466.97
3597.9;14;12;0;2229.38;416.14
3608.15;14;12;0;2239.63;426.39
3618.16;14;12;0;2249.64;436.4
3628.21;14;12;0;2259.68;446.44
3638.25;14;12;0;2269.73;456.49
3648.29;14;12;0;2279.77;466.53
3663.38;7;11;0;2294.85;416.54
3673.59;7;11;0;2305.07;426.76
3683.64;7;11;0;2315.11;436.8
3693.68;7;11;0;2325.16;446.85
3703.73;7;11;0;2335.2;456.89
3713.77;7;11;0;2345.25;466.94
3728.94;17;7;0;2360.41;416.69
3738.94;17;7;0;2370.42;426.69
3748.98;17;7;0;2380.46;436.73
3759.03;17;7;0;2390.51;446.78
3769.07;17;7;0;2400.55;456.82
3779.12;17;7;0;2410.59;466.87
3794.05;8;2;0;2425.53;417.17
3804.15;8;2;0;2435.63;427.27
3814.2;8;2;0;2445.68;437.32
3824.24;8;2;0;2455.72;447.36
3834.26;8;2;0;2465.74;457.38
3844.31;8;2;0;2475.79;467.43
3858.98;3;82;0;2490.46;361.11
3869.24;3;82;0;2500.72;371.38
3879.28;3;82;0;2510.76;381.42
3889.33;3;82;0;2520.81;391.46
3899.37;3;82;0;2530.85;401.51
3909.42;3;82;0;2540.89;411.55
3924.14;2;162;0;3089.38;2338.96
3934.4;2;162;0;3099.63;2349.21
3944.44;2;162;0;3109.67;2359.25
3954.49;2;162;0;3119.72;2369.3
3964.53;2;162;0;3129.76;2379.34
3974.57;2;162;0;3139.81;2389.39
3988.9;13;46;0;2600.06;425.44
3999.15;13;46;0;2610.31;435.69
4009.2;13;46;0;2620.36;445.73
4019.24;13;46;0;2630.4;455.78
4029.29;13;46;0;2640.45;465.82
4039.33;13;46;0;2650.49;475.87
4054.33;11;0;0;3219.56;3219.29
4064.37;11;0;0;3229.61;3229.33
4074.42;11;0;0;3239.65;3239.37
4084.46;11;0;0;3249.7;3249.42
4094.51;11;0;0;3259.74;3259.46
4104.55;11;0;0;3269.78;3269.51
4119.55;16;9;0;2665.36;491.3
4129.6;16;9;0;2675.41;501.35
4139.64;16;9;0;2685.45;511.39
4149.69;16;9;0;2695.5;521.43
4159.73;16;9;0;2705.54;531.48
4169.77;16;9;0;2715.59;541.52
4184.91;14;22;0;2664.55;491.18
4195;14;22;0;2674.64;501.27
4205.04;14;22;0;2684.68;511.31
4215.09;14;22;0;2694.73;521.36
4225.13;14;22;0;2704.77;531.4
4235.17;14;22;0;2714.82;541.45
4249.85;7;45;0;2664.67;490.78
4260.17;7;45;0;2674.99;501.1
4270.22;7;45;0;2685.03;511.14
4280.26;7;45;0;2695.07;521.19
4290.31;7;45;0;2705.12;531.23
4300.35;7;45;0;2715.16;541.28
4315.29;17;68;0;2663.82;491.01
4325.34;17;68;0;2673.87;501.05
4335.38;17;68;0;2683.91;511.1
4345.43;17;68;0;2693.96;521.14
4355.47;17;68;0;2704;531.19
4365.52;17;68;0;2714.05;541.23
4380.61;8;34;0;2664.25;491.23
4390.94;8;34;0;2674.59;501.56
4400.98;8;34;0;2684.63;511.61
4411.03;8;34;0;2694.67;521.65
4421.07;8;34;0;2704.72;531.7
4431.11;8;34;0;2714.76;541.74
4445.46;3;73;0;2664.21;490.93
4455.71;3;73;0;2674.45;501.18
4465.75;3;73;0;2684.5;511.22
4475.8;3;73;0;2694.54;521.27
4485.84;3;73;0;2704.59;531.31
4495.89;3;73;0;2714.63;541.36
4510.07;2;50;0;2663.92;490.78
4520.34;2;50;0;2674.2;501.06
4530.39;2;50;0;2684.24;511.1
4540.43;2;50;0;2694.29;521.14
4550.47;2;50;0;2704.33;531.19
4560.52;2;50;0;2714.38;541.23
4575.14;13;1;0;2663.47;490.63
4585.18;13;1;0;2673.52;500.67
4595.22;13;1;0;2683.56;510.72
4605.24;13;1;0;2693.57;520.73
4615.28;13;1;0;2703.62;530.77
4625.33;13;1;0;2713.66;540.82
4639.81;11;15;0;2662.39;490.08
4650;11;15;0;2672.58;500.27
4660;11;15;0;2682.58;510.27
4670.03;11;15;0;2692.61;520.3
4680.07;11;15;0;2702.66;530.34
4690.12;11;15;0;2712.7;540.39
4705.16;16;30;0;2672.44;490.03
4715.2;16;30;0;2682.48;500.07
4725.25;16;30;0;2692.53;510.12
4735.29;16;30;0;2702.57;520.16
4745.34;16;30;0;2712.62;530.21
4755.38;16;30;0;2672.48;540.25
4770.25;14;42;0;2632.24;489.94
4780.65;14;42;0;2642.64;500.34
4790.69;14;42;0;2707.8;510.39
4800.74;14;42;0;2717.84;520.43
4810.78;14;42;0;2727.88;530.48
4820.83;14;42;0;2737.93;540.52
4835.83;7;31;0;2632.64;490.36
4845.87;7;31;0;2642.68;500.4
4855.92;7;31;0;2717.91;510.44
4865.96;7;31;0;2727.95;520.49
4876.01;7;31;0;2738;530.53
4886.05;7;31;0;2682.86;540.58
4900.58;17;10;0;2632.11;489.51
4910.63;17;10;0;2642.16;499.56
4920.67;17;10;0;2717.48;509.6
4930.72;17;10;0;2727.53;519.65
4940.76;17;10;0;2737.57;529.69
4950.81;17;10;0;2682.34;539.74
4965.5;8;17;0;2632.07;489.66
4975.63;8;17;0;2642.21;499.79
4985.68;8;17;0;2717.21;509.84
4995.72;8;17;0;2727.25;519.88
5005.77;8;17;0;2737.3;529.93
5015.81;8;17;0;2682.39;539.97
5030.89;3;195;0;4195.85;2566.79
5040.94;3;195;0;4205.89;2576.83
5050.98;3;195;0;4216.22;2586.88
5061.03;3;195;0;4226.26;2596.92
5071.06;3;195;0;4236.02;2606.96
5081.11;3;195;0;4246.06;2617
5096.11;2;176;0;4261.34;3249.97
5106.16;2;176;0;4271.39;3260.02
5116.21;2;176;0;4281.44;3270.06
5126.25;2;176;0;4291.48;3280.11
5136.29;2;176;0;4301.52;3290.15
5146.33;2;176;0;4311.56;3300.19
5160.91;13;33;0;2631.32;490.84
5170.96;13;33;0;2641.37;500.88
5181;13;33;0;2716.89;510.93
5191.04;13;33;0;2726.94;520.97
5201.09;13;33;0;2736.98;531.02
5211.13;13;33;0;2681.54;541.06
5225.59;11;4;0;2630.9;490.25
5235.69;11;4;0;2641;500.35
5245.73;11;4;0;2716.14;510.4
5255.78;11;4;0;2726.19;520.44
5265.82;11;4;0;2736.23;530.48
5275.87;11;4;0;2681.18;540.53
5290.2;16;78;0;4455.43;4455.15
5300.54;16;78;0;4465.78;4465.5
5310.59;16;78;0;4475.82;4475.54
5320.63;16;78;0;4485.86;4485.59
5330.68;16;78;0;4495.91;4495.63
5340.72;16;78;0;4505.95;4505.68
5355.49;14;5;0;2630.03;489.49
5365.54;14;5;0;2640.07;499.53
5375.54;14;5;0;2715.2;509.54
5385.59;14;5;0;2725.24;519.58
5395.63;14;5;0;2735.29;529.63
5405.68;14;5;0;2680.21;539.67
5420.3;7;39;0;2629.33;489.54
5430.35;7;39;0;2639.38;499.58
5440.39;7;39;0;2714.92;509.63
5450.43;7;39;0;2724.97;519.67
5460.48;7;39;0;2735.01;529.72
5470.52;7;39;0;2679.55;539.76
5485.04;17;19;0;2628.77;489.28
5495.1;17;19;0;2638.82;499.33
5505.14;17;19;0;2714.17;509.37
5515.18;17;19;0;2724.21;519.42
5525.23;17;19;0;2734.26;529.46
5535.27;17;19;0;2679;539.51
5550.11;8;40;0;2629.16;489.04
5560.15;8;40;0;2639.21;499.08
5570.2;8;40;0;2713.92;509.13
5580.24;8;40;0;2723.97;519.17
5590.29;8;40;0;2734.01;529.22
5600.33;8;40;0;2679.39;539.26
5614.97;3;21;0;2628.72;488.68
5625.08;3;21;0;2638.84;498.79
5635.13;3;21;0;2714.18;508.83
5645.17;3;21;0;2724.23;518.88
5655.22;3;21;0;2734.27;528.92
5665.26;3;21;0;2679.01;538.97
5680.04;2;41;0;2628.7;488.96
5690.16;2;41;0;2638.82;499.07
5700.2;2;41;0;2713.96;509.12
5710.25;2;41;0;2724;519.16
5720.26;2;41;0;2734.01;529.17
5730.3;2;41;0;2678.96;539.21
5744.84;13;25;0;2628.31;489.02
5754.89;13;25;0;2638.35;499.06
5764.93;13;25;0;2713.59;509.11
5774.98;13;25;0;2723.63;519.15
5785.02;13;25;0;2733.68;529.2
5795.06;13;25;0;2678.52;539.24
5809.78;11;3;0;2628.02;489.11
5819.9;11;3;0;2638.14;499.22
5829.94;11;3;0;2713.41;509.27
5839.99;11;3;0;2723.45;519.31
5850.03;11;3;0;2733.5;529.36
5860.04;11;3;0;2678.28;539.37
5875.13;16;43;0;2628.3;489.5
5885.18;16;43;0;2638.34;499.54
5895.22;16;43;0;2713.46;509.59
5905.24;16;43;0;2723.47;519.6
5915.28;16;43;0;2733.52;529.65
5925.32;16;43;0;2678.49;539.69
5940.4;14;6;0;2628.15;489.92
5950.44;14;6;0;2638.19;499.96
5960.49;14;6;0;2713.65;510.01
5970.53;14;6;0;2723.7;520.05
5980.58;14;6;0;2733.74;530.1
5990.62;14;6;0;2678.37;540.14
6005.1;7;20;0;2628.22;489.88
6015.44;7;20;0;2638.56;500.21
6025.49;7;20;0;2713.23;510.26
6035.53;7;20;0;2723.28;520.3
6045.55;7;20;0;2733.3;530.32
6055.6;7;20;0;2678.71;540.37
6070.73;17;47;0;2638.05;490.44
6080.82;17;47;0;2648.14;500.53
6090.86;17;47;0;2713.98;510.57
6100.91;17;47;0;2724.02;520.62
6110.95;17;47;0;2734.07;530.66
6120.96;17;47;0;2688.28;540.67
6135.45;8;38;0;2637.58;490.23
6145.8;8;38;0;2647.94;500.58
6155.84;8;38;0;2723.16;510.62
6165.88;8;38;0;2733.2;520.67
6175.93;8;38;0;2678.06;530.71
6185.97;8;38;0;2688.11;540.75
6200.51;3;8;0;2637.05;490.22
6210.6;3;8;0;2647.13;500.31
6220.64;3;8;0;2722.78;510.35
6230.69;3;8;0;2732.82;520.39
6240.73;3;8;0;2677.27;530.44
6250.78;3;8;0;2687.31;540.48
6265.45;2;44;0;2637.2;490.43
6275.72;2;44;0;2647.47;500.71
6285.77;2;44;0;2722.31;510.75
6295.81;2;44;0;2732.35;520.79
6305.86;2;44;0;2677.61;530.84
6315.9;2;44;0;2687.65;540.88
6330.55;13;18;0;2636.82;490.52
6340.59;13;18;0;2646.87;500.56
6350.64;13;18;0;2722.39;510.61
6360.68;13;18;0;2732.43;520.65
6370.73;13;18;0;2677;530.69
6380.77;13;18;0;2687.04;540.74
6395.19;11;24;0;2636.12;489.92
6405.41;11;24;0;2646.33;500.13
6415.45;11;24;0;2721.72;510.17
6425.48;11;24;0;2731.76;520.2
6435.53;11;24;0;2676.45;530.25
6445.57;11;24;0;2686.5;540.29
6460.37;16;27;0;2636.08;489.79
6470.55;16;27;0;2646.26;499.97
6480.59;16;27;0;2721.52;510.01
6490.64;16;27;0;2731.56;520.06
6500.66;16;27;0;2676.38;530.09
6510.71;16;27;0;2686.42;540.13
6525.72;14;36;0;2636.34;490.14
6535.82;14;36;0;2646.45;500.25
6545.87;14;36;0;2721.58;510.29
6555.91;14;36;0;2731.62;520.34
6565.96;14;36;0;2676.58;530.38
6576;14;36;0;2686.63;540.43
6590.56;7;48;0;2636.03;489.61
6600.96;7;48;0;2646.43;500.01
6611;7;48;0;2721.63;510.05
6621.05;7;48;0;2731.68;520.1
6631.09;7;48;0;2676.56;530.14
6641.14;7;48;0;2686.61;540.19
6655.97;17;49;0;2636.68;490.04
6666.06;17;49;0;2646.78;500.14
6676.07;17;49;0;2721.54;510.15
6686.12;17;49;0;2731.59;520.19
6696.16;17;49;0;2676.88;530.24
6706.19;17;49;0;2686.9;540.26
6720.74;8;115;0;5885.97;5659.65
6730.97;8;115;0;5896.2;5669.89
6741.02;8;115;0;5906.25;5679.93
6751.06;8;115;0;5916.29;5689.98
6761.11;8;115;0;5926.34;5700.02
6771.15;8;115;0;5936.38;5710.07
6785.51;3;52;0;2635.78;489.65
6795.83;3;52;0;2646.1;499.97
6805.84;3;52;0;2721.33;509.98
6815.88;3;52;0;2731.37;520.02
6825.89;3;52;0;2676.17;530.04
6835.94;3;52;0;2686.21;540.08
6850.51;2;53;0;2635.38;489.78
6860.54;2;53;0;2645.41;499.81
6870.58;2;53;0;2720.85;509.85
6880.63;2;53;0;2730.9;519.9
6890.67;2;53;0;2675.54;529.94
6900.71;2;53;0;2685.58;539.99
6915.58;13;55;0;2635.28;490.05
6925.72;13;55;0;2645.42;500.2
6935.77;13;55;0;2720.64;510.24
6945.81;13;55;0;2730.68;520.29
6955.86;13;55;0;2675.55;530.33
6965.9;13;55;0;2685.6;540.37
6980.99;11;57;0;2635.52;490.31
6991.03;11;57;0;2645.56;500.35
7001.08;11;57;0;2720.77;510.4
7011.12;11;57;0;2730.82;520.44
7021.17;11;57;0;2675.7;530.49
7031.21;11;57;0;2685.74;540.53
7045.49;16;59;0;2634.42;489.53
7055.53;16;59;0;2644.46;499.57
7065.57;16;59;0;2720.1;509.62
7075.6;16;59;0;2730.13;519.64
7085.64;16;59;0;2674.57;529.69
7095.69;16;59;0;2684.62;539.73
7110.15;14;60;0;2634.31;489.06
7120.43;14;60;0;2644.59;499.34
7130.47;14;60;0;2719.4;509.38
7140.52;14;60;0;2729.45;519.42
7150.56;14;60;0;2674.72;529.47
7160.61;14;60;0;2684.77;539.51
7175.74;7;61;0;2635.27;489.58
7185.78;7;61;0;2645.31;499.62
7195.83;7;61;0;2719.99;509.67
7205.87;7;61;0;2730.03;519.71
7215.92;7;61;0;2675.44;529.75
7225.96;7;61;0;2685.49;539.8
7240.3;17;62;0;2635.02;489.2
7250.7;17;62;0;2645.42;499.6
7260.75;17;62;0;2720.27;509.64
7270.79;17;62;0;2730.32;519.69
7280.84;17;62;0;2675.56;529.73
7290.88;17;62;0;2685.6;539.78
7305.97;8;63;0;2635.9;490.05
7316.02;8;63;0;2645.94;500.09
7326.06;8;63;0;2720.78;510.14
7336.07;8;63;0;2730.79;520.15
7346.11;8;63;0;2676.04;530.19
7356.16;8;63;0;2686.09;540.23
7371.87;3;64;0;2636.54;491.2
7381.92;3;64;0;2646.58;501.25
7391.96;3;64;0;2721.89;511.29
7402;3;64;0;2731.92;521.33
7412.04;3;64;0;2676.7;531.37
7422.08;3;64;0;2686.75;541.41
7436.89;2;65;0;2636.1;491.03
7447.12;2;65;0;2646.33;501.26
7457.16;2;65;0;2721.82;511.3
7467.2;2;65;0;2731.87;521.35
7477.25;2;65;0;2676.47;531.39
7487.29;2;65;0;2686.51;541.44
7502.7;13;66;0;2636.69;491.53
7512.74;13;66;0;2646.74;501.57
7522.79;13;66;0;2722;511.62
7532.83;13;66;0;2732.05;521.66
7542.86;13;66;0;2676.85;531.69
7552.9;13;66;0;2686.9;541.74
7567.61;11;69;0;2636.85;491.97
7577.87;11;69;0;2647.11;502.23
7587.92;11;69;0;2721.91;512.28
7597.96;11;69;0;2731.96;522.32
7608.01;11;69;0;2677.25;532.37
7618.05;11;69;0;2687.29;542.41
7632.68;16;71;0;2636.92;492.12
7642.93;16;71;0;2647.16;502.37
7652.97;16;71;0;2722.21;512.41
7663.02;16;71;0;2732.26;522.46
7673.06;16;71;0;2677.3;532.5
7683.08;16;71;0;2687.31;542.51
7697.38;14;72;0;2636.31;491.46
7707.54;14;72;0;2646.47;501.63
7717.59;14;72;0;2721.82;511.67
7727.59;14;72;0;2731.82;521.67
7737.64;14;72;0;2676.56;531.72
7747.65;14;72;0;2686.58;541.73
7763.2;7;74;0;2636.91;492.36
7773.6;7;74;0;2647.31;502.77
7783.65;7;74;0;2722.57;512.81
7793.69;7;74;0;2732.62;522.85
7803.74;7;74;0;2677.44;532.9
7813.78;7;74;0;2687.49;542.94
7828.25;17;75;0;2637.16;492.14
7838.51;17;75;0;2647.42;502.4
7848.56;17;75;0;2722.26;512.44
7858.6;17;75;0;2732.31;522.49
7868.65;17;75;0;2677.56;532.53
7878.69;17;75;0;2687.6;542.58
7893.32;8;77;0;2637.5;491.28
7903.34;8;77;0;2647.51;501.3
7913.38;8;77;0;2722.29;511.34
7923.42;8;77;0;2732.34;521.38
7933.47;8;77;0;2677.65;531.43
7943.51;8;77;0;2687.69;541.47
7958.26;3;80;0;2637.58;491.01
7968.34;3;80;0;2647.67;501.1
7978.39;3;80;0;2722.57;511.14
7988.43;3;80;0;2732.61;521.18
7998.48;3;80;0;2677.8;531.23
8008.52;3;80;0;2687.85;541.27
8023.17;2;81;0;2637.54;490.3
8033.29;2;81;0;2647.66;500.42
8043.34;2;81;0;2722.66;510.46
8053.38;2;81;0;2732.71;520.51
8063.4;2;81;0;2677.77;530.52
8073.44;2;81;0;2687.81;540.57
8088.13;13;83;0;2637.65;490.12
8098.41;13;83;0;2647.93;500.41
8108.46;13;83;0;2722.82;510.45
8118.5;13;83;0;2732.87;520.49
8128.55;13;83;0;2678.07;530.54
8138.59;13;83;0;2688.11;540.58
8153.11;11;84;0;2637.89;490.05
8163.39;11;84;0;2648.17;500.33
8173.44;11;84;0;2722.96;510.38
8183.48;11;84;0;2733;520.42
8193.53;11;84;0;2678.3;530.47
8203.57;11;84;0;2688.34;540.51
8218.35;16;85;0;2638.06;490.72
8228.48;16;85;0;2648.19;500.85
8238.5;16;85;0;2723.27;510.87
8248.54;16;85;0;2733.32;520.91
8258.59;16;85;0;2678.3;530.95
8268.63;16;85;0;2688.35;541
8283.45;14;86;0;2638.23;489.71
8293.61;14;86;0;2648.39;499.87
8303.65;14;86;0;2723.36;509.92
8313.7;14;86;0;2733.41;519.96
8323.74;14;86;0;2678.52;530
8333.78;14;86;0;2688.57;540.05
8348.44;7;87;0;2638.14;489.79
8358.71;7;87;0;2648.42;500.07
8368.76;7;87;0;2723.54;510.11
8378.8;7;87;0;2733.58;520.16
8388.85;7;87;0;2678.55;530.2
8398.89;7;87;0;2688.6;540.24
8413.71;17;88;0;2638.69;490.24
8423.76;17;88;0;2648.74;500.29
8433.8;17;88;0;2723.51;510.33
8443.85;17;88;0;2733.55;520.38
8453.89;17;88;0;2678.87;530.42
8463.94;17;88;0;2688.92;540.47
8478.58;8;89;0;2638.55;490.1
8488.8;8;89;0;2648.76;500.32
8498.84;8;89;0;2723.82;510.36
