#TimeStamp;Bot;Pod;InputStation;TurnoverTime;ThroughputTime
919.69;14;4;0;84.92;84.64
929.78;14;4;0;95.01;94.74
939.82;14;4;0;105.06;104.78
949.87;14;4;0;115.1;114.82
959.9;14;4;0;125.13;124.85
969.94;14;4;0;135.18;134.9
985.59;17;55;0;150.82;150.55
995.67;17;55;0;160.9;160.62
1005.71;17;55;0;170.95;170.67
1015.76;17;55;0;180.99;180.71
1025.8;17;55;0;191.03;190.76
1035.85;17;55;0;201.08;200.8
1050.98;8;66;0;216.21;215.94
1061.04;8;66;0;226.27;226
1071.08;8;66;0;236.32;236.04
1081.13;8;66;0;246.36;246.08
1091.17;8;66;0;256.41;256.13
1101.22;8;66;0;266.45;266.17
1116.52;2;27;0;281.76;281.48
1126.57;2;27;0;291.8;291.52
1136.61;2;27;0;301.85;301.57
1146.66;2;27;0;311.89;311.61
1156.7;2;27;0;321.93;321.66
1166.71;2;27;0;331.94;331.67
1182.02;16;64;0;347.26;346.98
1192.07;16;64;0;357.3;357.02
1202.11;16;64;0;367.35;367.07
1212.16;16;64;0;377.39;377.11
1222.2;16;64;0;387.43;387.16
1232.23;16;64;0;397.46;397.18
1247.15;11;43;0;412.38;412.1
1257.19;11;43;0;422.42;422.15
1267.23;11;43;0;432.46;432.18
1277.24;11;43;0;442.47;442.19
1287.28;11;43;0;452.51;452.24
1297.33;11;43;0;462.56;462.28
1313.19;14;108;0;478.42;317.48
1323.21;14;108;0;488.44;327.5
1333.25;14;108;0;498.49;337.54
1343.27;14;108;0;508.5;347.55
1353.31;14;108;0;518.54;357.6
1363.36;14;108;0;528.59;367.64
1378.75;7;38;0;543.98;543.7
1388.79;7;38;0;554.03;553.75
1398.84;7;38;0;564.07;563.79
1408.88;7;38;0;574.11;573.84
1418.93;7;38;0;584.16;583.88
1428.97;7;38;0;594.2;593.93
1443.81;17;37;0;609.04;608.76
1454.14;17;37;0;619.38;619.1
1464.19;17;37;0;629.42;629.14
1474.23;17;37;0;639.46;639.19
1484.28;17;37;0;649.51;649.23
1494.32;17;37;0;659.55;659.28
1510.23;8;59;0;675.46;675.19
1520.31;8;59;0;685.55;685.27
1530.34;8;59;0;695.58;695.3
1540.35;8;59;0;705.58;705.31
1550.36;8;59;0;715.59;715.32
1560.41;8;59;0;725.64;725.36
1574.78;2;16;0;740.01;739.73
1585.14;2;16;0;750.37;750.1
1595.19;2;16;0;760.42;760.14
1605.23;2;16;0;770.46;770.19
1615.28;2;16;0;780.51;780.23
1625.32;2;16;0;790.55;790.28
1641.4;16;91;0;806.63;711.58
1651.43;16;91;0;816.66;721.6
1661.47;16;91;0;826.7;731.65
1671.52;16;91;0;836.75;741.69
1681.56;16;91;0;846.79;751.74
1691.6;16;91;0;856.84;761.78
1706.07;11;146;0;871.3;382.82
1716.31;11;146;0;881.54;393.05
1726.35;11;146;0;891.58;403.1
1736.4;11;146;0;901.63;413.14
1746.44;11;146;0;911.67;423.19
1756.48;11;146;0;921.72;433.23
1771.04;14;150;0;936.27;382.2
