# SectorTime RealTime
0 0.0580483870967742
0.016627777777777776 0.05911979166666667
0.033280555555555556 0.06017171717171718
0.04995 0.06123529411764707
0.06662222222222222 0.06123529411764707
0.08332222222222223 0.06332870370370372
0.09999166666666667 0.06435135135135137
0.11658333333333333 0.06435135135135137
0.1332472222222222 0.0653684210526316
0.14999722222222223 0.06734583333333335
0.16661388886111111 0.06734583333333335
0.18331666666666666 0.06832926829268295
0.19989722222222223 0.06930158730158732
0.21665 0.07122348484848487
0.2333 0.0721777777777778
0.2499472222222222 0.0721777777777778
0.26665 0.07405319148936174
0.2833333333333333 0.07497569444444448
0.29996944444444446 0.07497569444444448
0.3165861111111111 0.07681000000000003
0.3332583333333333 0.07771568627450984
0.3499083333333333 0.07771568627450984
0.36664444444444444 0.07950943396226418
0.38332777777777777 0.08040740740740743
0.4 0.08130606060606063
0.41665555555555556 0.08219940476190478
0.43329444441666665 0.08219940476190478
0.4499472222222222 0.08397988505747128
0.46660277777777776 0.08397988505747128
0.4833277777777778 0.08575277777777779
0.49996666666666667 0.0866256830601093
0.5166083333333333 0.08805555555555557
0.5332361111111111 0.09010000000000001
0.5498944444444445 0.0920277777777778
0.5666583333333334 0.09568333333333336
0.5833222222222222 0.09742500000000001
0.5999416666666667 0.09817759562841531
0.6166583333055555 0.10084444444444446
0.6332916666666667 0.10181355932203391
0.6499944444444444 0.10321038251366121
0.6666416666666667 0.10514124293785314
0.6833333333333333 0.1073916666666667
0.6999583333333333 0.10831355932203393
0.7166472222222222 0.10956010928961751
0.7332861111111111 0.11106830601092899
0.7499916666388889 0.11284745762711869
0.7665916666666667 0.11398907103825143
0.7832361111111111 0.11486388888888893
0.7999944444444445 0.11761388888888892
0.8165555555555556 0.11761388888888892
0.83325 0.11895277777777782
0.8499916666388889 0.12154722222222226
0.8666 0.12202732240437163
0.8832361111111111 0.12279444444444448
0.8999638888888889 0.12401111111111114
0.9165805555555555 0.1256475409836066
0.9333277777777778 0.1275277777777778
0.9499111111111112 0.12794535519125685
0.9666611111111111 0.12978055555555557
0.983325 0.13017486338797815
0.9998944444444444 0.1308638888888889
1.0166194444444445 0.132590395480226
1.0333333333333334 0.13398055555555557
1.0498972222222223 0.13496944444444445
1.0665916666666666 0.13531967213114754
1.083288888888889 0.13628142076502733
1.0999333333333334 0.13689166666666666
1.116586111111111 0.13782777777777783
1.1333277777777777 0.13963611111111113
1.1499611111111112 0.13963611111111113
1.1666666666666667 0.14137222222222226
1.1833027777777778 0.1416666666666667
1.1999777777777778 0.14302222222222222
1.2166277777777779 0.1433032786885246
