# SectorTime SKUCountContained
0 123.75
0.16661388886111111 123.75
0.3332583333333333 159
0.49996666666666667 176.28571428571428
0.6666416666666667 206.8
0.83325 225.66666666666666
0.9998944444444444 264.5
1.1666666666666667 335.3333333333333
1.3333222222222223 367.3333333333333
1.4999694444444445 397.3333333333333
1.666625 408.57142857142856
1.83325 423.3333333333333
1.9999472222222223 455.85714285714283
2.166561111111111 466.5
2.3332722222222224 494.4
2.499919444416667 502.3333333333333
2.6666166666666666 527.8
2.8332972222222224 552.3333333333334
2.9999805555555557 566.3333333333334
3.166655555527778 580.5
3.333263888888889 580.5
3.499913888888889 594.3333333333334
3.6665944444444443 606
3.8333 622.2
3.9999972222222224 638.6666666666666
4.166627777777777 648.1666666666666
4.333302777777778 652.8
4.49995 657.6666666666666
4.666566666666666 667
4.833319444444444 683
4.99997777775 690.3333333333334
5.166574999972222 694.4
5.3332194444444445 697.6666666666666
5.499936111111111 704.3333333333334
5.666627777777777 718
5.833325 724
5.9999472222222225 727.4
6.166613888888889 732
6.333297222222222 735
6.49995 741.2
6.666566666666666 744.1428571428571
6.8333 749.3333333333334
6.999988888888889 752.3333333333334
7.166555555555555 752.3333333333334
7.333236111111111 755.8333333333334
7.499986111111111 759.1666666666666
7.666658333333333 764.8
7.833275 766.5
7.999994444444445 768.6666666666666
