#TimeStamp;TripTime;Type
35;18;O
40;16;O
46;12;O
49;32;O
62;17;O
63;22;O
107;22;O
143;27;O
148;14;O
189;22;O
221;12;O
222;33;O
259;11;O
264;25;O
265;14;O
290;18;O
334;12;O
343;13;O
345;20;O
367;38;O
374;28;O
390;6;O
401;22;O
427;20;O
445;17;O
472;22;O
500;11;O
515;24;O
516;21;O
532;22;O
553;16;O
596;20;O
603;13;O
604;23;O
622;25;O
648;21;O
650;22;O
692;20;O
697;23;O
709;29;O
742;18;O
749;17;O
775;20;O
785;15;O
785;16;O
813;24;O
841;29;O
844;26;O
902;18;O
907;16;O
923;23;O
935;28;O
938;17;O
945;25;O
995;28;O
1021;20;O
1033;48;O
1038;22;O
1045;12;O
1056;25;O
1090;23;O
1118;20;O
1118;14;O
1143;27;O
1155;23;O
1190;33;O
1227;27;O
1234;32;O
1247;22;O
1254;22;O
1281;13;O
1319;16;O
1370;20;O
1375;15;O
1397;22;O
1399;21;O
1414;21;O
1427;30;O
1462;14;O
1462;24;O
1488;15;O
1509;15;O
1511;15;O
1528;22;O
1545;31;O
1546;23;O
1560;15;O
1598;20;O
1617;33;O
1632;17;O
1648;18;O
1663;16;O
1674;24;O
1685;15;O
1706;23;O
1731;30;O
1759;23;O
1761;15;O
1761;24;O
1787;23;O
