#TimeStamp;TripTime;Type
29;13;O
37;23;O
39;16;O
43;17;O
43;23;O
52;27;O
58;14;O
66;16;O
78;22;O
88;27;O
190;15;O
195;14;O
205;11;O
307;16;O
386;22;O
395;19;O
459;22;O
488;24;O
490;20;O
549;13;O
594;17;O
649;18;O
691;27;O
692;27;O
721;23;O
816;18;O
824;16;O
874;24;O
878;24;O
927;23;O
979;31;O
983;22;O
1040;20;O
1045;33;O
1061;22;O
1147;22;O
1170;14;O
1195;35;O
1228;22;O
1250;7;O
1274;20;O
1294;21;O
1366;19;O
1376;21;O
1409;23;O
1496;15;O
1504;35;O
1509;19;O
1537;20;O
1538;18;O
1547;20;O
1572;27;O
1604;28;O
1610;19;O
1640;24;O
1664;23;O
1678;20;O
1705;20;O
1723;23;O
1774;19;O
1782;13;O
