#TimeStamp;DistanceTraveled
59.98;206.58
119.83;88.6
179.61;122.4
239.59;197.31
299.9;152.52
359.64;208
419.8;96.22
479.6;157.78
539.87;145.92
599.95;113.03
659.77;138.6
719.84;138.63
779.83;127.46
839.79;160.35
899.88;165.17
959.97;162.53
1019.71;151.88
1079.75;140.75
1139.99;158.25
1200;136.31
1259.67;190.76
1319.69;115.31
1379.69;156.8
1439.68;209.35
1499.91;138.86
1559.87;181.84
1619.8;213.19
1679.91;183.9
1739.91;212.13
1799.98;191.55
