#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;79.46;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.98;80.39;0.13;PP/0,TA/0.1,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.83;80.39;0.18;PP/0.01,TA/0.12,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
179.61;80.39;0.24;PP/0.01,TA/0.16,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.59;80.39;0.28;PP/0.01,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.9;80.39;0.32;PP/0.01,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
359.64;80.39;0.35;PP/0.02,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.8;80.39;0.39;PP/0.02,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.6;80.39;0.43;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
539.87;80.39;0.47;PP/0.02,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
599.95;80.39;0.49;PP/0.03,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
659.77;81.17;0.53;PP/0.03,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
719.84;81.17;0.57;PP/0.03,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
779.83;81.17;0.61;PP/0.03,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
839.79;81.17;0.65;PP/0.04,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
899.88;81.17;0.68;PP/0.04,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
959.97;81.17;0.71;PP/0.04,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1019.71;81.17;0.74;PP/0.05,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1079.75;81.17;0.81;PP/0.05,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1139.99;81.17;0.9;PP/0.05,TA/0.37,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1200;81.17;0.95;PP/0.06,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1259.67;81.17;0.98;PP/0.06,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1319.69;81.17;1.02;PP/0.07,TA/0.39,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1379.69;81.17;1.06;PP/0.07,TA/0.4,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1439.68;81.17;1.09;PP/0.08,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
1499.91;81.17;1.12;PP/0.08,TA/0.41,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
1559.87;81.17;1.14;PP/0.08,TA/0.41,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1619.8;81.17;1.17;PP/0.09,TA/0.42,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1679.91;81.17;1.2;PP/0.09,TA/0.42,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1739.91;81.17;1.22;PP/0.09,TA/0.43,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1799.98;81.17;1.25;PP/0.1,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
