#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;1;18.589076471715657;0;18.589076471715657;18.589076471715657
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;2;19.520000000000323;1.9712154320981896;18.52722222222269;20.512777777777956
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;1;14.881760458079441;0;14.881760458079441;14.881760458079441
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;2;16.513055555554956;12.49166805556295;14.01388888888755;19.012222222222363
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;1;18.950649346969158;0;18.950649346969158;18.950649346969158
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;3;16.74388888888897;0.0353762345679165;16.54499999999996;16.918888888888887
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;18.419444444444537;0;18.419444444444537;18.419444444444537
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;3;14.646635402862577;0.4685439024944893;13.930555555555486;15.29444444444448
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;2;14.021616174494909;0.3333897567739196;13.613333333333344;14.429899015656474
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;1;14.194350653031961;0;14.194350653031961;14.194350653031961
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;2;12.725833333333611;0.8113964506179563;12.088888888888903;13.36277777777832
12;35.50;3.50;False;False;True;False;179;12.50;4.50;True;False;False;False;1;20.76620490252435;0;20.76620490252435;20.76620490252435
12;35.50;3.50;False;False;True;False;181;14.50;4.50;True;False;False;False;1;21.87444444444509;0;21.87444444444509;21.87444444444509
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;1;18.607496403535833;0;18.607496403535833;18.607496403535833
12;35.50;3.50;False;False;True;False;184;17.50;4.50;True;False;False;False;1;25.0533333333334;0;25.0533333333334;25.0533333333334
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;1;17.13333333333344;0;17.13333333333344;17.13333333333344
12;35.50;3.50;False;False;True;False;189;22.50;4.50;True;False;False;False;2;14.317499999999711;0.006740895061777735;14.259444444443943;14.37555555555548
12;35.50;3.50;False;False;True;False;190;23.50;4.50;True;False;False;False;3;13.340401634174745;0.03087702651013061;13.16111111111104;13.512316013635427
12;35.50;3.50;False;False;True;False;191;24.50;4.50;True;False;False;False;3;15.601390087709186;0.477016418477557;14.804444444444357;16.025836929794025
12;35.50;3.50;False;False;True;False;233;24.50;7.50;True;False;False;False;1;17.546204902525005;0;17.546204902525005;17.546204902525005
28;35.50;9.50;False;False;True;False;230;21.50;7.50;True;False;False;False;1;19.790000000000873;0;19.790000000000873;19.790000000000873
28;35.50;9.50;False;False;True;False;233;24.50;7.50;True;False;False;False;3;15.566572875252822;0.20709410599408112;15.1958297368692;16.074444444444907
28;35.50;9.50;False;False;True;False;240;17.50;8.50;True;False;False;False;1;17.67342712474624;0;17.67342712474624;17.67342712474624
28;35.50;9.50;False;False;True;False;241;18.50;8.50;True;False;False;False;2;16.803611111111138;0.218166820987658;16.473333333333358;17.13388888888892
28;35.50;9.50;False;False;True;False;244;21.50;8.50;True;False;False;False;2;14.799166666666565;0.43815200617285843;14.331111111111;15.26722222222213
28;35.50;9.50;False;False;True;False;246;23.50;8.50;True;False;False;False;2;12.876666666666651;0.01352098765431353;12.794444444444451;12.95888888888885
28;35.50;9.50;False;False;True;False;247;24.50;8.50;True;False;False;False;1;12.493888888888875;0;12.493888888888875;12.493888888888875
28;35.50;9.50;False;False;True;False;267;16.50;10.50;True;False;False;False;1;19.386666666666997;0;19.386666666666997;19.386666666666997
28;35.50;9.50;False;False;True;False;268;17.50;10.50;True;False;False;False;2;19.750508659849118;19.17926977477465;16.653795097475722;22.847222222222513
28;35.50;9.50;False;False;True;False;269;18.50;10.50;True;False;False;False;4;16.586273447853586;0.28716184754809176;15.972777777777878;17.258888888889032
28;35.50;9.50;False;False;True;False;270;19.50;10.50;True;False;False;False;2;16.04222222222225;0.3603061728395103;15.617777777777803;16.466666666666697
28;35.50;9.50;False;False;True;False;272;21.50;10.50;True;False;False;False;2;14.748513723233032;0.18991647309384282;14.44036077979922;15.056666666666843
28;35.50;9.50;False;False;True;False;274;23.50;10.50;True;False;False;False;2;13.494166666666715;0.33195963759056973;13.086760458079652;13.901572875253777
28;35.50;9.50;False;False;True;False;275;24.50;10.50;True;False;False;False;4;15.409164868434196;1.659299371522599;14.044444444444451;17.147121237878764
28;35.50;9.50;False;False;True;False;289;24.50;11.50;True;False;False;False;1;15.460461764142792;0;15.460461764142792;15.460461764142792
28;35.50;9.50;False;False;True;False;317;24.50;13.50;True;False;False;False;1;17.050000000000182;0;17.050000000000182;17.050000000000182
28;35.50;9.50;False;False;True;False;331;24.50;14.50;True;False;False;False;1;17.896666666666988;0;17.896666666666988;17.896666666666988
44;0.50;6.50;False;False;True;False;136;11.50;1.50;True;False;False;False;1;17.028888888888673;0;17.028888888888673;17.028888888888673
44;0.50;6.50;False;False;True;False;192;11.50;5.50;True;False;False;False;2;15.050277777777922;1.0520557098768284;14.325000000000045;15.775555555555798
