#TimeStamp;TripTime;Type
32;10;O
41;13;O
44;24;O
46;26;O
64;18;O
69;22;O
97;17;O
102;14;O
161;20;O
172;19;O
174;22;O
210;26;O
213;18;O
220;23;O
262;16;O
263;25;O
271;23;O
295;21;O
315;25;O
356;14;O
365;7;O
379;27;O
380;22;O
386;27;O
393;11;O
428;19;O
449;7;O
462;36;O
467;22;O
471;31;O
518;22;O
530;26;O
547;7;O
570;16;O
573;14;O
580;14;O
625;23;O
628;14;O
634;22;O
647;18;O
662;20;O
671;16;O
686;15;O
707;25;O
710;14;O
718;26;O
735;15;O
773;22;O
779;19;O
808;19;O
819;23;O
826;22;O
844;16;O
889;15;O
898;32;O
916;14;O
960;19;O
963;16;O
970;24;O
993;30;O
1003;14;O
1010;24;O
1041;18;O
1054;30;O
1068;12;O
1078;16;O
1105;24;O
1110;14;O
1128;17;O
1160;21;O
1179;17;O
1202;27;O
1206;21;O
1219;14;O
1227;22;O
1257;30;O
1262;12;O
1287;19;O
1290;24;O
1297;19;O
1346;11;O
1350;25;O
1373;18;O
1386;25;O
1387;13;O
1412;21;O
1427;12;O
1438;18;O
1478;37;O
1490;7;O
1495;20;O
1511;23;O
1516;22;O
1523;23;O
1568;23;O
1582;14;O
1585;22;O
1610;18;O
1650;69;O
1659;25;O
1667;23;O
1690;23;O
1691;18;O
1694;21;O
1715;15;O
1731;14;O
1757;22;O
1762;16;O
1773;24;O
1784;22;O
1792;23;O
1799;15;O
