#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;3;20.58882636128006;5.564959870570077;18.396111111111054;23.084812417172998
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;2;19.775555555555798;1.067422839506003;19.0450000000003;20.506111111111295
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;3;15.800307842762018;0.1907731829541331;15.303888888888878;16.12564934696843
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;1;21.223333333333585;0;21.223333333333585;21.223333333333585
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;3;18.286666666666935;0.03061759259264129;18.131111111111295;18.47611111111155
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;1;16.836666666666588;0;16.836666666666588;16.836666666666588
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;19.362222222222385;0;19.362222222222385;19.362222222222385
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;3;14.937009169498102;0.9473873409365152;13.946017319698285;15.89167685546272
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;3;14.303703703704088;1.017457201645542;13.517777777778065;15.441111111111098
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;1;13.08287876211125;0;13.08287876211125;13.08287876211125
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;3;13.40580087070907;2.393717902823151;12.364350653031572;15.183607514651158
12;35.50;3.50;False;False;True;False;181;14.50;4.50;True;False;False;False;1;22.051204902527388;0;22.051204902527388;22.051204902527388
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;1;17.437222222222545;0;17.437222222222545;17.437222222222545
