#TimeStamp;DistanceTraveled
59.83;198.86
119.78;42.02
179.77;99.96
239.74;131.7
299.97;152.42
359.84;104.75
419.96;158.11
479.63;94.08
539.63;94.67
599.91;177.39
659.92;82.01
719.95;125
779.94;230.04
839.96;70.46
899.72;147.26
959.78;182.34
1019.72;177.69
1079.89;129.85
1139.99;152.82
1200;145.66
1259.83;122.09
1319.97;216.19
1379.88;205.67
1440;179.1
1499.65;137.7
1559.99;194.37
1619.81;164.14
1679.87;186.53
1739.61;174.17
1799.72;214.34
