#TimeStamp;TripTime;Type
26;14;O
35;18;O
36;22;O
47;29;O
49;24;O
51;28;O
54;31;O
60;19;O
60;27;O
63;16;O
65;26;O
68;27;O
73;49;O
73;16;O
79;17;O
82;27;O
84;44;O
93;36;O
95;41;O
98;30;O
101;33;O
116;20;O
124;31;O
134;20;O
138;19;O
148;19;O
157;24;O
185;20;O
190;25;O
193;47;O
207;24;O
216;33;O
228;39;O
242;20;O
254;28;O
263;31;O
268;30;O
277;25;O
281;19;O
315;21;O
318;37;O
320;27;O
333;43;O
340;24;O
342;39;O
349;24;O
364;15;O
370;21;O
385;33;O
393;27;O
394;19;O
403;24;O
419;29;O
426;31;O
438;22;O
446;35;O
459;44;O
462;20;O
493;33;O
495;32;O
500;17;O
501;44;O
513;21;O
530;36;O
550;32;O
557;30;O
558;21;O
572;44;O
573;17;O
583;23;O
604;66;O
611;19;O
618;23;O
632;50;O
634;20;O
658;27;O
664;38;O
672;23;O
682;30;O
689;24;O
714;33;O
733;25;O
735;29;O
739;39;O
740;39;O
744;41;O
753;13;O
764;30;O
787;51;O
798;31;O
804;18;O
805;41;O
809;21;O
828;38;O
844;18;O
845;19;O
861;26;O
865;47;O
868;21;O
874;25;O
889;14;O
901;16;O
905;20;O
931;22;O
942;35;O
967;28;O
977;29;O
1000;37;O
1006;29;O
1012;36;O
1019;46;O
1034;26;O
1037;26;O
1045;8;O
1051;27;O
1054;37;O
1059;38;O
1075;21;O
1102;33;O
1103;33;O
1107;36;O
1137;26;O
1141;20;O
1163;30;O
1166;27;O
1174;22;O
1182;40;O
1205;32;O
1210;29;O
1216;35;O
1220;26;O
1228;53;O
1239;28;O
1259;27;O
1259;58;O
1266;28;O
1278;30;O
1280;35;O
1294;32;O
1310;21;O
1322;24;O
1326;23;O
1327;27;O
1337;47;O
1346;21;O
1351;18;O
1357;22;O
1360;22;O
1375;25;O
1383;23;O
1406;19;O
1412;43;O
1422;16;O
1429;39;O
1435;25;O
1437;22;O
1438;28;O
1480;30;O
1487;27;O
1504;28;O
1511;41;O
1512;45;O
1512;33;O
1516;23;O
1531;20;O
1551;29;O
1553;22;O
1560;34;O
1560;28;O
1580;26;O
1590;20;O
1600;22;O
1610;38;O
1621;26;O
1622;27;O
1628;31;O
1639;22;O
1667;20;O
1671;25;O
1677;28;O
1692;23;O
1700;16;O
1714;33;O
1715;23;O
1739;19;O
1744;72;O
1748;22;O
1762;34;O
1771;15;O
1780;44;O
1794;31;O
