#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.72;100;0;0;0;0;0;0;0;0;0
599.96;0.56;100;0;0;0;0;0;0;0;0;0
1199.87;0.37;100;0;0;0;0;0;0;0;0;0
1799.63;0.19;100;0;0;0;0;0;0;0;0;0
